,Role_Administrator,Character_Facet_Cont_Emotionality,Mean,Mean_RoleAdministrator
0,0.572131637,0.663167624,0.6176496305,0.6176496305
1,0.274649413,0.609838378,0.4422438955,0.44224389550000004
2,0.4886595529999999,0.753056403,0.620857978,0.620857978
3,0.341728241,0.64147731,0.4916027755,0.4916027754999999
4,0.348892035,0.501644427,0.425268231,0.425268231
5,0.479535628,0.554449575,0.5169926015,0.5169926015
6,0.54396588,0.621384092,0.582674986,0.582674986
7,0.322697658,0.650203151,0.4864504045,0.4864504045
8,0.353724694,0.367906059,0.3608153765,0.3608153765
9,0.652205545,0.483922123,0.568063834,0.568063834
10,0.569821069,0.668916863,0.6193689659999999,0.6193689659999999
11,0.45399579,0.552207642,0.503101716,0.503101716
12,0.425902269,0.618492534,0.5221974015,0.5221974015
13,0.57794505,0.520381678,0.549163364,0.549163364
14,0.437024433,0.57855554,0.5077899865,0.5077899865
15,0.451175704,0.815089134,0.6331324190000001,0.6331324190000001
16,0.487317836,0.7170012029999999,0.6021595195,0.6021595195
17,0.531309275,0.651653844,0.5914815595,0.5914815595
18,0.436184443,0.468004091,0.452094267,0.45209426699999994
19,0.562093286,0.611912287,0.5870027865,0.5870027865
20,0.568116286,0.49127337,0.529694828,0.529694828
21,0.365805442,0.668318135,0.5170617885,0.5170617885
22,0.3913667939999999,0.591884308,0.4916255509999999,0.4916255509999999
23,0.39603227,0.628918297,0.5124752835,0.5124752835
24,0.391096049,0.32056385,0.3558299495,0.3558299495000001
25,0.4101552639999999,0.7067494120000001,0.5584523379999999,0.5584523379999999
26,0.392084766,0.460148878,0.426116822,0.426116822
27,0.57711102,0.503493789,0.5403024045,0.5403024045
28,0.505068796,0.610015319,0.5575420575,0.5575420575
29,0.5530276820000001,0.54521194,0.549119811,0.549119811
30,0.4486388129999999,0.744882301,0.596760557,0.596760557
31,0.326203415,0.6911316999999999,0.5086675574999999,0.5086675574999999
32,0.47198177,0.602036421,0.5370090955,0.5370090955
33,0.652205545,0.483922123,0.568063834,0.568063834
34,0.576589024,0.5776500170000001,0.5771195205,0.5771195205
35,0.506026392,0.469030217,0.4875283045,0.4875283045
36,0.513685828,0.456623428,0.485154628,0.4851546279999999
37,0.6280377629999999,0.497387885,0.5627128239999999,0.5627128239999999
38,0.386285502,0.7338197879999999,0.560052645,0.560052645
39,0.376217825,0.365582677,0.370900251,0.37090025099999996
40,0.3093380289999999,0.460339926,0.3848389774999999,0.3848389774999999
41,0.589350477,0.385315166,0.4873328215,0.48733282150000007
42,0.485637169,0.724044692,0.6048409305,0.6048409305
43,0.535969008,0.581720687,0.5588448475000001,0.5588448475000001
44,0.542618963,0.533961098,0.5382900305,0.5382900305
45,0.602669797,0.539600823,0.5711353100000001,0.5711353100000001
46,0.535448336,0.543914917,0.5396816265,0.5396816265
47,0.506879024,0.512334657,0.5096068405,0.5096068405
48,0.596998234,0.496006382,0.546502308,0.546502308
49,0.300752051,0.801340985,0.5510465179999999,0.5510465179999999
50,0.568754113,0.50935081,0.5390524615000001,0.5390524615000001
51,0.49625077,0.63537309,0.56581193,0.56581193
52,0.5420665139999999,0.5121868310000001,0.5271266725,0.5271266725
53,0.515912543,0.428589005,0.472250774,0.472250774
54,0.703683347,0.4886611289999999,0.596172238,0.596172238
55,0.371490532,0.4625465,0.417018516,0.417018516
56,0.554584919,0.387653145,0.4711190319999999,0.4711190319999999
57,0.670474824,0.514916834,0.592695829,0.592695829
58,0.433990352,0.619566529,0.5267784405,0.5267784405
59,0.487042315,0.509491369,0.498266842,0.49826684200000004
60,0.431405822,0.342499148,0.386952485,0.38695248499999996
61,0.46230029,0.391832106,0.427066198,0.42706619800000006
62,0.565757521,0.50411235,0.5349349354999999,0.5349349354999999
63,0.599536713,0.47334232,0.5364395165,0.5364395165
64,0.38672672,0.57085292,0.47878982,0.47878982000000003
65,0.393665658,0.607992137,0.5008288974999999,0.5008288974999999
66,0.60345178,0.462633007,0.5330423934999999,0.5330423934999999
67,0.491268646,0.635475036,0.5633718409999999,0.5633718409999999
68,0.5735684529999999,0.563745353,0.5686569029999999,0.5686569029999999
69,0.462253431,0.593193638,0.5277235345,0.5277235345
70,0.524641013,0.651519645,0.5880803290000001,0.5880803290000001
71,0.270557261,0.824535479,0.5475463700000001,0.5475463700000001
72,0.550931594,0.4992083679999999,0.5250699809999999,0.5250699809999999
73,0.245984836,0.768837379,0.5074111075000001,0.5074111075000001
74,0.245984836,0.768837379,0.5074111075000001,0.5074111075000001
75,0.4304307779999999,0.4994824,0.4649565889999999,0.464956589
76,0.431763576,0.635154906,0.533459241,0.533459241
77,0.516453205,0.5548384239999999,0.5356458145,0.5356458145
78,0.720821402,0.6450930770000001,0.6829572395000001,0.6829572395
79,0.447100196,0.531018644,0.48905942,0.48905942
80,0.3840684379999999,0.580024192,0.4820463149999999,0.4820463149999999
81,0.689609215,0.590775507,0.640192361,0.640192361
82,0.453315537,0.44672857,0.4500220535,0.45002205349999996
83,0.6738373790000001,0.615399812,0.6446185955000001,0.6446185955000001
84,0.488834225,0.581906138,0.5353701815,0.5353701815
85,0.471466349,0.5846117710000001,0.52803906,0.52803906
86,0.544484953,0.582302408,0.5633936804999999,0.5633936804999999
87,0.408071927,0.6458040070000001,0.5269379670000001,0.5269379670000001
88,0.515671071,0.539945042,0.5278080565000001,0.5278080565000001
89,0.5676905329999999,0.57429248,0.5709915065,0.5709915065
90,0.44317882,0.408586896,0.425882858,0.425882858
91,0.480839709,0.551887084,0.5163633965,0.5163633965
92,0.525406871,0.567076631,0.546241751,0.546241751
93,0.374211695,0.6053710370000001,0.489791366,0.489791366
94,0.5413711410000001,0.5160055410000001,0.5286883410000001,0.5286883410000001
95,0.572472718,0.485896053,0.5291843855,0.5291843855
96,0.286075526,0.571104336,0.428589931,0.42858993100000004
97,0.443381488,0.682039563,0.5627105255,0.5627105255
98,0.464535528,0.4916389,0.478087214,0.47808721400000004
99,0.35706011,0.642086574,0.499573342,0.499573342
100,0.60157935,0.541067916,0.571323633,0.571323633
101,0.561489743,0.635367576,0.5984286595,0.5984286595
102,0.573736803,0.50887246,0.5413046315,0.5413046315
103,0.577447277,0.573497616,0.5754724465000001,0.5754724465000001
104,0.446527768,0.538663215,0.4925954915,0.4925954915
105,0.502831293,0.572305971,0.5375686319999999,0.5375686319999999
106,0.354879271,0.4413795829999999,0.398129427,0.398129427
107,0.446685492,0.62434616,0.535515826,0.535515826
108,0.576954878,0.5387326370000001,0.5578437575,0.5578437575
109,0.638178651,0.573598388,0.6058885195,0.6058885195
110,0.501587546,0.477478814,0.48953318,0.48953318
111,0.50963026,0.648244248,0.578937254,0.578937254
112,0.379335291,0.370429753,0.374882522,0.374882522
113,0.439567174,0.631978219,0.5357726965,0.5357726965
114,0.465059536,0.687490093,0.5762748145,0.5762748145
115,0.5177520520000001,0.660389659,0.5890708555,0.5890708555
116,0.365732309,0.589835702,0.4777840055,0.4777840055
117,0.677922682,0.4367785979999999,0.55735064,0.55735064
118,0.57009374,0.531327011,0.5507103755,0.5507103755
119,0.473874097,0.341655465,0.407764781,0.407764781
120,0.644142577,0.619602515,0.631872546,0.631872546
121,0.592519691,0.598941681,0.595730686,0.595730686
122,0.52161182,0.452197551,0.4869046855,0.48690468550000005
123,0.542259523,0.55161035,0.5469349365,0.5469349365
124,0.540058799,0.600202944,0.5701308715,0.5701308715
125,0.634497711,0.4079429479999999,0.5212203295,0.5212203295
126,0.346241087,0.641999544,0.4941203155,0.4941203155
127,0.36991147,0.445224677,0.4075680735,0.4075680735
128,0.389257116,0.736819045,0.5630380804999999,0.5630380804999999
129,0.560205165,0.441581677,0.500893421,0.500893421
130,0.701463445,0.4053949879999999,0.5534292165,0.5534292165
131,0.647894024,0.543549731,0.5957218774999999,0.5957218774999999
132,0.440543056,0.692836173,0.5666896145,0.5666896145
133,0.4452285729999999,0.50801078,0.4766196764999999,0.4766196764999999
134,0.458811649,0.382184472,0.4204980605,0.4204980605
135,0.612444795,0.552425154,0.5824349745,0.5824349745
136,0.547363876,0.529278256,0.538321066,0.538321066
137,0.6272537770000001,0.56427403,0.5957639035,0.5957639035
138,0.614032103,0.5315628179999999,0.5727974604999999,0.5727974604999999
139,0.362153112,0.7968150559999999,0.579484084,0.579484084
140,0.579782676,0.433301002,0.506541839,0.506541839
141,0.500663964,0.5821485,0.5414062319999999,0.5414062319999999
142,0.56347551,0.558579277,0.5610273935,0.5610273935
143,0.382688602,0.658405789,0.5205471955000001,0.5205471955000001
144,0.396981436,0.735048849,0.5660151425,0.5660151425
145,0.503236555,0.626145624,0.5646910894999999,0.5646910894999999
146,0.52895579,0.359673332,0.444314561,0.44431456099999994
147,0.5184402339999999,0.616291418,0.567365826,0.567365826
148,0.468491977,0.35902687,0.4137594235,0.4137594235
149,0.50897246,0.56457276,0.53677261,0.53677261
150,0.695004627,0.516725848,0.6058652375,0.6058652375
151,0.512364716,0.5171108870000001,0.5147378015,0.5147378015
152,0.579785212,0.5548794579999999,0.5673323349999999,0.5673323349999999
153,0.539125098,0.69421073,0.616667914,0.616667914
154,0.652205545,0.483922123,0.568063834,0.568063834
155,0.373136241,0.659809042,0.5164726415,0.5164726415
156,0.4917773629999999,0.6264205,0.5590989315,0.5590989315
157,0.491227346,0.533671521,0.5124494335,0.5124494335
158,0.494247189,0.588369003,0.541308096,0.541308096
159,0.5740245589999999,0.661472381,0.61774847,0.61774847
160,0.386158833,0.634978709,0.510568771,0.510568771
161,0.391001634,0.697848545,0.5444250895,0.5444250895
162,0.4919734839999999,0.7426423409999999,0.6173079125,0.6173079125
163,0.471230849,0.7982446,0.6347377245,0.6347377245
164,0.516987576,0.5222467510000001,0.5196171635,0.5196171635
165,0.458515441,0.768616889,0.613566165,0.613566165
166,0.600829961,0.539430311,0.570130136,0.570130136
167,0.439989841,0.66017969,0.5500847655,0.5500847655
168,0.368139381,0.506299129,0.437219255,0.437219255
169,0.438422663,0.630091445,0.534257054,0.534257054
170,0.605846702,0.576240167,0.5910434345,0.5910434345
171,0.5163516429999999,0.548816894,0.5325842685,0.5325842685
172,0.361034824,0.691899657,0.5264672404999999,0.5264672404999999
173,0.424901737,0.6495123420000001,0.5372070395,0.5372070395
174,0.468872407,0.603090362,0.5359813845,0.5359813845
175,0.660396623,0.537141533,0.598769078,0.598769078
176,0.4948576979999999,0.497209997,0.4960338474999999,0.49603384749999996
177,0.647198863,0.529827866,0.5885133645,0.5885133645
178,0.4255860979999999,0.6799168529999999,0.5527514754999999,0.5527514754999999
179,0.63958698,0.597932712,0.618759846,0.618759846
180,0.367565352,0.85015394,0.608859646,0.608859646
181,0.382627251,0.647428407,0.515027829,0.515027829
182,0.584713169,0.6783331509999999,0.63152316,0.63152316
183,0.583229674,0.583593715,0.5834116945000001,0.5834116945000001
184,0.452339899,0.7117029159999999,0.5820214075,0.5820214075
185,0.586093602,0.5320914370000001,0.5590925195,0.5590925195
186,0.536527744,0.517307981,0.5269178625,0.5269178625
187,0.441569446,0.6726633059999999,0.557116376,0.557116376
188,0.4900365989999999,0.503838267,0.4969374329999999,0.4969374329999999
189,0.671430376,0.664911461,0.6681709185,0.6681709185
190,0.434530431,0.684181279,0.559355855,0.559355855
191,0.504013498,0.389459214,0.4467363559999999,0.44673635599999995
192,0.548246571,0.553133681,0.550690126,0.550690126
193,0.453561869,0.646634085,0.550097977,0.550097977
194,0.636080471,0.576016807,0.606048639,0.606048639
195,0.353271112,0.7628413490000001,0.5580562305000001,0.5580562305000001
196,0.551928679,0.616673508,0.5843010934999999,0.5843010934999999
197,0.3788644,0.758004811,0.5684346055,0.5684346055
198,0.498833726,0.546039535,0.5224366305,0.5224366305
199,0.3224110639999999,0.418501089,0.3704560764999999,0.37045607649999995
200,0.574088419,0.583569613,0.578829016,0.578829016
201,0.5433774920000001,0.778341222,0.6608593570000001,0.6608593570000001
202,0.6765025170000001,0.500781711,0.588642114,0.588642114
203,0.4698648529999999,0.583085108,0.5264749805,0.5264749805
204,0.642211619,0.440029845,0.541120732,0.541120732
205,0.652205545,0.483922123,0.568063834,0.568063834
206,0.608759731,0.51861561,0.5636876705,0.5636876705
207,0.407160602,0.557460501,0.4823105515,0.4823105515000001
208,0.484664489,0.6983690859999999,0.5915167874999999,0.5915167874999999
209,0.635142136,0.663804263,0.6494731995,0.6494731995
210,0.293632168,0.745192266,0.519412217,0.519412217
211,0.642624186,0.580331689,0.6114779375,0.6114779375
212,0.5684295570000001,0.441581691,0.505005624,0.505005624
213,0.283384138,0.470099797,0.3767419675,0.37674196749999994
214,0.324137672,0.376327675,0.3502326735,0.35023267350000004
215,0.559022105,0.516212427,0.537617266,0.537617266
216,0.633619382,0.523373375,0.5784963785,0.5784963785
217,0.44568247,0.4385780629999999,0.4421302665,0.4421302665
218,0.3886999439999999,0.3717956679999999,0.3802478059999999,0.3802478059999999
219,0.3857971089999999,0.4435560189999999,0.4146765639999999,0.4146765639999999
220,0.534711084,0.382339716,0.4585253999999999,0.4585253999999999
221,0.538613011,0.5690437420000001,0.5538283765,0.5538283765
222,0.45056865,0.436346789,0.4434577195,0.4434577195
223,0.652205545,0.483922123,0.568063834,0.568063834
224,0.623536974,0.467471344,0.545504159,0.545504159
225,0.481837891,0.655947874,0.5688928825,0.5688928825
226,0.507470902,0.56977931,0.538625106,0.538625106
227,0.638849921,0.498959076,0.5689044985,0.5689044985
228,0.630636355,0.576143875,0.6033901150000001,0.6033901150000001
229,0.561252593,0.389052949,0.475152771,0.47515277100000003
230,0.4232394929999999,0.591802397,0.507520945,0.507520945
231,0.414199681,0.198649734,0.3064247075,0.3064247075
232,0.605018746,0.578363527,0.5916911365,0.5916911365
233,0.496375502,0.52556765,0.510971576,0.510971576
234,0.652205545,0.483922123,0.568063834,0.568063834
235,0.183890641,0.3523275039999999,0.2681090724999999,0.26810907249999993
236,0.652205545,0.483922123,0.568063834,0.568063834
237,0.652205545,0.483922123,0.568063834,0.568063834
238,0.507599585,0.46457229,0.4860859375,0.4860859375
239,0.373148616,0.481998094,0.427573355,0.427573355
240,0.441908211,0.321790099,0.381849155,0.381849155
241,0.364618844,0.425838635,0.3952287395,0.39522873950000004
242,0.552178685,0.41810091,0.4851397975,0.4851397975
243,0.75546501,0.306593166,0.5310290879999999,0.5310290879999999
244,0.547801365,0.5815782270000001,0.564689796,0.564689796
245,0.4494077,0.377663767,0.4135357335,0.4135357335
246,0.470791529,0.5331196779999999,0.5019556034999999,0.5019556034999999
247,0.652205545,0.483922123,0.568063834,0.568063834
248,0.652205545,0.483922123,0.568063834,0.568063834
249,0.336686104,0.778575997,0.5576310505,0.5576310505
250,0.425698888,0.7285047020000001,0.577101795,0.577101795
251,0.6049639920000001,0.5681403660000001,0.5865521790000001,0.5865521790000001
252,0.560506185,0.686293327,0.623399756,0.623399756
253,0.4475288289999999,0.374574983,0.4110519059999999,0.41105190599999997
254,0.3998469229999999,0.530054068,0.4649504954999999,0.46495049549999995
255,0.476789485,0.537294399,0.507041942,0.507041942
256,0.652205545,0.483922123,0.568063834,0.568063834
257,0.268387755,0.493190464,0.3807891095,0.3807891095
258,0.496983523,0.404319098,0.4506513104999999,0.4506513104999999
259,0.316977999,0.56001081,0.4384944045,0.43849440449999993
260,0.566747417,0.476301078,0.5215242474999999,0.5215242474999999
261,0.433641967,0.625898109,0.529770038,0.529770038
262,0.561761451,0.516448858,0.5391051545,0.5391051545
263,0.652205545,0.483922123,0.568063834,0.568063834
264,0.394081764,0.367284152,0.3806829579999999,0.38068295799999996
265,0.331152556,0.284121393,0.3076369745,0.3076369745
266,0.525464672,0.532843094,0.529153883,0.529153883
267,0.52144279,0.555604019,0.5385234045,0.5385234045
268,0.62427724,0.38463643,0.5044568349999999,0.5044568349999999
269,0.564043976,0.556216746,0.560130361,0.560130361
270,0.371452267,0.696066961,0.533759614,0.533759614
271,0.379259943,0.640968045,0.510113994,0.510113994
272,0.564043976,0.556216746,0.560130361,0.560130361
273,0.5551740510000001,0.6457007779999999,0.6004374145,0.6004374145
274,0.488639098,0.371899745,0.4302694215,0.4302694215
275,0.655830527,0.501741989,0.578786258,0.578786258
276,0.485624136,0.5053491170000001,0.4954866265,0.4954866265
277,0.405022475,0.387393041,0.3962077579999999,0.3962077579999999
278,0.564479056,0.437921897,0.5012004765,0.5012004765
279,0.551038089,0.620762952,0.5859005205,0.5859005205
280,0.4629891579999999,0.690380588,0.5766848729999999,0.5766848729999999
281,0.563696605,0.5214149770000001,0.5425557910000001,0.5425557910000001
282,0.564043976,0.556216746,0.560130361,0.560130361
283,0.565117567,0.6715319559999999,0.6183247615,0.6183247615
284,0.4905861279999999,0.568772917,0.5296795224999999,0.5296795224999999
285,0.56768494,0.422839495,0.4952622175,0.49526221749999993
286,0.515761346,0.523081996,0.519421671,0.519421671
287,0.545050265,0.545898103,0.5454741839999999,0.5454741839999999
288,0.4093876179999999,0.504908137,0.4571478774999999,0.45714787749999997
289,0.618633812,0.734878305,0.6767560585,0.6767560585
290,0.6452172979999999,0.5143516229999999,0.5797844605,0.5797844605
291,0.4034727829999999,0.631310058,0.5173914204999999,0.5173914204999999
292,0.50916767,0.548603988,0.528885829,0.528885829
293,0.499825327,0.651281625,0.575553476,0.575553476
294,0.652205545,0.483922123,0.568063834,0.568063834
295,0.564043976,0.556216746,0.560130361,0.560130361
296,0.564043976,0.556216746,0.560130361,0.560130361
297,0.526220926,0.646749876,0.586485401,0.586485401
298,0.355377038,0.374416034,0.364896536,0.364896536
299,0.483706651,0.493097744,0.4884021975,0.48840219749999997
300,0.477944071,0.499377354,0.4886607125,0.4886607125
301,0.401128712,0.7408765070000001,0.5710026095,0.5710026095
302,0.490342152,0.538682819,0.5145124855000001,0.5145124855000001
303,0.4872426379999999,0.584955859,0.5360992485,0.5360992485
304,0.432288438,0.628256197,0.5302723175,0.5302723175
305,0.5597147960000001,0.325029718,0.442372257,0.442372257
306,0.355566815,0.492779643,0.424173229,0.424173229
307,0.566514671,0.597433787,0.5819742290000001,0.5819742290000001
308,0.440246215,0.550418912,0.4953325635,0.49533256350000004
