,Role_Promoter,Personal_Values_Facet_Cont_SecurityPersonal,Personal_Values_Facet_Cont_UniversalismConcern,Mean_Promotor,Mean_Promoter
0,0.674905456,0.353928485,0.477636727,0.5021568893333334,0.5021568893333334
1,0.503095923,0.4256492679999999,0.456435552,0.4617269143333333,0.4617269143333333
2,0.390856673,0.355100462,0.69860375,0.481520295,0.481520295
3,0.48592621,0.207889482,0.448911519,0.3809090703333333,0.3809090703333333
4,0.385112435,0.66291878,0.653052494,0.5670279029999999,0.5670279029999999
5,0.5765087760000001,0.4400785479999999,0.310097035,0.4422281196666667,0.4422281196666667
6,0.666869323,0.448800879,0.46015541,0.525275204,0.525275204
7,0.3885493579999999,0.520337362,0.46957122,0.4594859799999999,0.45948597999999996
8,0.4546926999999999,0.494904792,0.679730072,0.543109188,0.543109188
9,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
10,0.705007333,0.368101805,0.522099908,0.5317363486666666,0.5317363486666666
11,0.6052690820000001,0.386528415,0.461068531,0.484288676,0.48428867600000003
12,0.4783015889999999,0.354821675,0.3661901489999999,0.3997711376666666,0.3997711376666666
13,0.542118998,0.817201246,0.6886014290000001,0.6826405576666668,0.6826405576666668
14,0.527832008,0.401456707,0.399306513,0.4428650759999999,0.44286507599999997
15,0.359633632,0.515625847,0.479879855,0.4517131113333333,0.4517131113333333
16,0.4409725539999999,0.430798131,0.479879855,0.4505501799999999,0.4505501799999999
17,0.46700386,0.411992787,0.514708819,0.4645684886666667,0.4645684886666667
18,0.664715674,0.482082577,0.326869219,0.4912224899999999,0.49122248999999996
19,0.418338728,0.34470319,0.395790462,0.38627746,0.38627746
20,0.669249876,0.616327848,0.573839705,0.6198058096666667,0.6198058096666667
21,0.361600114,0.413712866,0.435737825,0.4036836016666667,0.4036836016666667
22,0.4411863479999999,0.552821351,0.522099908,0.5053692023333333,0.5053692023333333
23,0.473205142,0.447775178,0.444520363,0.4551668943333333,0.45516689433333335
24,0.6028217929999999,0.392256252,0.386439551,0.4605058653333333,0.4605058653333333
25,0.318569637,0.41427255,0.511152523,0.4146649033333333,0.4146649033333333
26,0.480538156,0.334833456,0.66166235,0.492344654,0.492344654
27,0.581216738,0.7692936020000001,0.645625674,0.6653786713333334,0.6653786713333334
28,0.459946408,0.427168043,0.363612238,0.4169088963333333,0.4169088963333333
29,0.6149038410000001,0.384042593,0.343312752,0.4474197286666667,0.4474197286666667
30,0.48753739,0.256176586,0.36568652,0.3698001653333334,0.3698001653333334
31,0.3836511929999999,0.327150332,0.468155847,0.3929857906666666,0.3929857906666666
32,0.531914702,0.436313106,0.347684108,0.4386373053333333,0.4386373053333333
33,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
34,0.534180461,0.53481369,0.36013502,0.4763763903333333,0.47637639033333334
35,0.6826151079999999,0.504285468,0.347684108,0.5115282279999999,0.5115282279999999
36,0.520119604,0.6888075090000001,0.677685953,0.6288710220000001,0.6288710220000001
37,0.578989845,0.247788183,0.517455395,0.4480778076666666,0.4480778076666666
38,0.356143508,0.291605974,0.583502274,0.410417252,0.410417252
39,0.567285358,0.4001340779999999,0.616206094,0.5278751766666666,0.5278751766666666
40,0.4451990389999999,0.574982342,0.7085159809999999,0.576232454,0.576232454
41,0.7028582259999999,0.3819549029999999,0.289282146,0.4580317583333332,0.4580317583333332
42,0.479182534,0.3856497339999999,0.484512835,0.449781701,0.449781701
43,0.502783116,0.437689087,0.50140218,0.4806247943333333,0.4806247943333333
44,0.644487096,0.36279327,0.463815107,0.4903651576666667,0.4903651576666667
45,0.421353949,0.361674342,0.3427299789999999,0.3752527566666666,0.37525275666666663
46,0.533897556,0.743506542,0.6921014120000001,0.6565018366666666,0.6565018366666666
47,0.562423494,0.328104345,0.6388524839999999,0.5097934409999999,0.5097934409999999
48,0.6127140839999999,0.339260138,0.334702498,0.42889224,0.42889224
49,0.304838851,0.267824622,0.498703254,0.3571222423333333,0.35712224233333334
50,0.683191298,0.499854226,0.599378844,0.594141456,0.594141456
51,0.439174599,0.373070439,0.660404563,0.4908832003333332,0.49088320033333327
52,0.6227701520000001,0.541420285,0.637852141,0.6006808593333334,0.6006808593333334
53,0.677425378,0.407040229,0.324845201,0.4697702693333334,0.4697702693333334
54,0.6713181690000001,0.523832964,0.71916266,0.6381045976666666,0.6381045976666666
55,0.472527317,0.632919117,0.610643656,0.5720300300000001,0.5720300300000001
56,0.7630131109999999,0.383925387,0.293752855,0.4802304509999999,0.48023045099999995
57,0.708689537,0.330254975,0.387193159,0.4753792236666667,0.4753792236666667
58,0.600324332,0.452761086,0.522099908,0.5250617753333333,0.5250617753333333
59,0.633236536,0.6219063779999999,0.590414398,0.6151857706666667,0.6151857706666667
60,0.488068699,0.445599141,0.3918261389999999,0.4418313263333333,0.44183132633333333
61,0.675821845,0.465090136,0.367065254,0.5026590783333332,0.5026590783333332
62,0.6881302359999999,0.7914141859999999,0.661217164,0.7135871953333334,0.7135871953333334
63,0.683584905,0.430276534,0.347684108,0.4871818489999999,0.48718184899999994
64,0.548754699,0.413436359,0.347684108,0.4366250553333333,0.4366250553333333
65,0.357464757,0.320843359,0.504342789,0.3942169683333333,0.3942169683333333
66,0.605773178,0.3444028229999999,0.368184872,0.4394536243333333,0.4394536243333333
67,0.652350726,0.313282598,0.526933332,0.4975222186666667,0.4975222186666667
68,0.598878009,0.522676551,0.50140218,0.54098558,0.54098558
69,0.521726485,0.4400785479999999,0.354647237,0.4388174233333333,0.4388174233333333
70,0.5190425089999999,0.201657082,0.424643615,0.3817810686666666,0.3817810686666666
71,0.3630987979999999,0.492928842,0.444303372,0.4334436706666666,0.4334436706666666
72,0.601023411,0.6138193239999999,0.543194274,0.5860123363333333,0.5860123363333333
73,0.294508501,0.348663341,0.453784252,0.3656520313333333,0.36565203133333335
74,0.294508501,0.348663341,0.453784252,0.3656520313333333,0.36565203133333335
75,0.535607292,0.297835109,0.228207798,0.3538833996666666,0.35388339966666665
76,0.442993626,0.51920634,0.480288027,0.480829331,0.480829331
77,0.544549474,0.7751562590000001,0.645819667,0.6551751333333334,0.6551751333333334
78,0.684378005,0.424006152,0.517244192,0.5418761163333334,0.5418761163333334
79,0.661761606,0.414093318,0.301986838,0.4592805873333332,0.45928058733333327
80,0.404297127,0.481814366,0.347684108,0.4112652003333333,0.4112652003333333
81,0.7289115690000001,0.176729808,0.484512835,0.4633847373333333,0.46338473733333335
82,0.704729687,0.278608192,0.378659292,0.453999057,0.453999057
83,0.524570049,0.209095074,0.3735751029999999,0.3690800753333332,0.36908007533333326
84,0.6835411690000001,0.294819627,0.394673534,0.45767811,0.45767811
85,0.558501385,0.431080864,0.347684108,0.4457554523333333,0.44575545233333336
86,0.489233137,0.41055918,0.356224822,0.4186723796666666,0.4186723796666666
87,0.4243482529999999,0.53860116,0.489551916,0.4841671096666666,0.48416710966666665
88,0.567367331,0.363927397,0.285221678,0.4055054686666666,0.40550546866666665
89,0.588901425,0.371226304,0.461068531,0.4737320866666666,0.4737320866666666
90,0.598842146,0.327482791,0.414922936,0.4470826243333333,0.4470826243333333
91,0.4134520679999999,0.487713367,0.264399765,0.3885217333333333,0.3885217333333333
92,0.595550088,0.54192464,0.404082505,0.5138524109999999,0.5138524109999999
93,0.427262377,0.51674953,0.370674705,0.4382288706666666,0.43822887066666666
94,0.74290747,0.293210902,0.436999661,0.4910393443333333,0.4910393443333333
95,0.6891636859999999,0.435616342,0.368369404,0.4977164773333333,0.49771647733333335
96,0.4520313689999999,0.414881166,0.460894728,0.4426024209999999,0.44260242099999997
97,0.381429191,0.515501616,0.496769201,0.4645666693333333,0.4645666693333333
98,0.528780582,0.408254662,0.381968842,0.4396680286666667,0.4396680286666667
99,0.4203236429999999,0.0603574729999999,0.468285817,0.3163223109999999,0.3163223109999999
100,0.625489368,0.4817393279999999,0.368381835,0.491870177,0.491870177
101,0.563615245,0.365798974,0.440370804,0.4565950076666667,0.4565950076666667
102,0.561668694,0.541448429,0.63464986,0.579255661,0.579255661
103,0.614365143,0.462024666,0.6885209990000001,0.5883036026666667,0.5883036026666667
104,0.618599086,0.453915682,0.305464056,0.4593262746666666,0.45932627466666665
105,0.584390419,0.436313106,0.347684108,0.456129211,0.456129211
106,0.486171747,0.647462002,0.645092376,0.5929087083333333,0.5929087083333333
107,0.467595479,0.51920634,0.496769201,0.4945236733333333,0.4945236733333333
108,0.7038150940000001,0.401203653,0.343051129,0.4826899586666667,0.4826899586666667
109,0.708914536,0.416891791,0.463815107,0.5298738113333333,0.5298738113333333
110,0.681900347,0.4935409,0.381968842,0.5191366963333334,0.5191366963333334
111,0.5067738079999999,0.389207174,0.478770209,0.458250397,0.45825039700000003
112,0.6147562129999999,0.576928795,0.310097035,0.5005940143333333,0.5005940143333333
113,0.3505028529999999,0.284363358,0.241124421,0.2919968773333333,0.2919968773333333
114,0.504279719,0.347742867,0.575740196,0.4759209273333333,0.47592092733333335
115,0.56024078,0.507119129,0.461068531,0.5094761466666666,0.5094761466666666
116,0.50667627,0.2707811189999999,0.369820605,0.382425998,0.382425998
117,0.723818427,0.4158555339999999,0.277813213,0.4724957246666666,0.4724957246666666
118,0.5910877,0.499322312,0.644759885,0.5783899656666667,0.5783899656666667
119,0.61875901,0.363945925,0.2743785569999999,0.4190278306666666,0.41902783066666666
120,0.608476349,0.360491255,0.647008979,0.538658861,0.538658861
121,0.593559761,0.521303474,0.607637984,0.574167073,0.574167073
122,0.527858243,0.520529541,0.6792467879999999,0.5758781906666667,0.5758781906666667
123,0.441903955,0.415276839,0.5424690129999999,0.4665499356666666,0.4665499356666666
124,0.630176337,0.3878986889999999,0.522099908,0.5133916446666666,0.5133916446666666
125,0.7562252340000001,0.287668999,0.315864361,0.4532528646666667,0.4532528646666667
126,0.431147039,0.5148130120000001,0.63602998,0.5273300103333334,0.5273300103333334
127,0.660955091,0.357366457,0.4306987439999999,0.483006764,0.483006764
128,0.3559907779999999,0.408500196,0.552892819,0.4391279309999999,0.4391279309999999
129,0.737395421,0.436610844,0.468031661,0.5473459753333333,0.5473459753333333
130,0.7447131840000001,0.376134457,0.250482067,0.4571099026666667,0.45710990266666673
131,0.704911575,0.4677876629999999,0.329719371,0.5008062029999999,0.5008062029999999
132,0.636479763,0.415111119,0.394673534,0.4820881386666666,0.48208813866666667
133,0.614710995,0.316901826,0.4415821379999999,0.457731653,0.457731653
134,0.492331677,0.499473424,0.6207026370000001,0.5375025793333333,0.5375025793333333
135,0.6067491389999999,0.494212121,0.653902681,0.584954647,0.584954647
136,0.571130218,0.462024666,0.629195064,0.5541166493333334,0.5541166493333334
137,0.638988125,0.395252481,0.4087154839999999,0.4809853633333333,0.4809853633333333
138,0.629119003,0.479198262,0.624101283,0.5774728493333333,0.5774728493333333
139,0.317788073,0.354057767,0.322547947,0.3314645956666667,0.3314645956666667
140,0.763983073,0.4499303429999999,0.606427953,0.6067804563333333,0.6067804563333333
141,0.618175145,0.3805983329999999,0.423772469,0.4741819823333333,0.4741819823333333
142,0.584313582,0.5197462629999999,0.40725444,0.5037714283333333,0.5037714283333333
143,0.520228073,0.391420835,0.395337182,0.43566203,0.43566203000000003
144,0.282202866,0.484800331,0.6544225610000001,0.473808586,0.473808586
145,0.603750126,0.342534456,0.494011092,0.4800985579999999,0.48009855799999995
146,0.527876373,0.313784902,0.281003055,0.3742214433333333,0.37422144333333335
147,0.447382671,0.223079671,0.411324446,0.360595596,0.360595596
148,0.644018285,0.297874636,0.157795371,0.366562764,0.366562764
149,0.503576394,0.438013215,0.382234688,0.4412747656666667,0.4412747656666667
150,0.765269399,0.247584305,0.461489511,0.4914477383333334,0.4914477383333334
151,0.698392769,0.4283095179999999,0.456114402,0.5276055629999999,0.5276055629999999
152,0.585549429,0.521823979,0.368381835,0.4919184143333333,0.49191841433333333
153,0.524260568,0.257905755,0.494184895,0.425450406,0.425450406
154,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
155,0.339618779,0.4746653329999999,0.496769201,0.437017771,0.437017771
156,0.606425389,0.3250777569999999,0.415188782,0.4488973093333332,0.44889730933333327
157,0.597436437,0.276419325,0.461068531,0.4449747643333333,0.44497476433333333
158,0.5396546489999999,0.406757661,0.343051129,0.4298211463333333,0.4298211463333333
159,0.574897794,0.3459112179999999,0.339335477,0.420048163,0.420048163
160,0.338021714,0.404658737,0.366495432,0.3697252943333333,0.36972529433333334
161,0.513742934,0.333096292,0.301986838,0.3829420213333334,0.3829420213333334
162,0.4108246889999999,0.570548713,0.500985754,0.4941197186666666,0.4941197186666666
163,0.36609069,0.650133704,0.643376896,0.55320043,0.55320043
164,0.596901603,0.445639231,0.4306987439999999,0.4910798593333332,0.49107985933333326
165,0.423434612,0.462182726,0.444303372,0.4433069033333333,0.4433069033333333
166,0.753475847,0.461106909,0.7075074,0.6406967186666667,0.6406967186666667
167,0.560928043,0.302257424,0.346142484,0.4031093169999999,0.40310931699999997
168,0.353819422,0.747844354,0.718309752,0.6066578426666668,0.6066578426666668
169,0.457345289,0.51920634,0.496769201,0.4911069433333333,0.4911069433333333
170,0.601908244,0.499322312,0.641310962,0.5808471726666666,0.5808471726666666
171,0.543616475,0.370578581,0.5174669279999999,0.4772206613333333,0.4772206613333333
172,0.399388514,0.361132564,0.496769201,0.4190967596666666,0.41909675966666665
173,0.571828606,0.3050969639999999,0.4730037479999999,0.4499764393333332,0.4499764393333332
174,0.526164314,0.472065355,0.465255727,0.4878284653333333,0.48782846533333335
175,0.679266299,0.324856386,0.305464056,0.4365289136666666,0.43652891366666663
176,0.6422645339999999,0.440057908,0.301804358,0.4613756,0.4613756
177,0.651849971,0.479975142,0.248650525,0.460158546,0.460158546
178,0.336968475,0.345151858,0.3500142579999999,0.3440448636666666,0.34404486366666664
179,0.478343924,0.266857892,0.274087547,0.339763121,0.339763121
180,0.303820891,0.489114874,0.418848479,0.4039280813333333,0.4039280813333333
181,0.513669654,0.313026003,0.580373175,0.4690229439999999,0.4690229439999999
182,0.40170663,0.495851477,0.367265756,0.4216079543333333,0.42160795433333337
183,0.671147629,0.504566635,0.347684108,0.5077994573333333,0.5077994573333333
184,0.530127639,0.316847688,0.522099908,0.4563584116666666,0.45635841166666663
185,0.601355551,0.499322312,0.629195064,0.5766243090000001,0.5766243090000001
186,0.601096396,0.457546321,0.612718706,0.5571204743333333,0.5571204743333333
187,0.461035244,0.363083825,0.381968842,0.4020293036666666,0.40202930366666667
188,0.512952552,0.525371571,0.595633434,0.544652519,0.544652519
189,0.4390943639999999,0.397864879,0.633989366,0.4903162029999999,0.49031620299999995
190,0.427900706,0.3491942779999999,0.463815107,0.413636697,0.413636697
191,0.565577618,0.468240076,0.661148437,0.5649887103333333,0.5649887103333333
192,0.506235619,0.380870776,0.301986838,0.3963644109999999,0.39636441099999997
193,0.56386601,0.509567785,0.285221678,0.4528851576666667,0.4528851576666667
194,0.575616657,0.266404041,0.468031661,0.4366841196666666,0.43668411966666665
195,0.326393114,0.515661369,0.613594969,0.485216484,0.485216484
196,0.484796445,0.457114915,0.424780232,0.455563864,0.455563864
197,0.455584875,0.3911394929999999,0.469609246,0.4387778713333333,0.4387778713333333
198,0.524909526,0.445548462,0.631216276,0.5338914213333333,0.5338914213333333
199,0.462746909,0.6152639639999999,0.615654716,0.5645551963333334,0.5645551963333334
200,0.4602951939999999,0.37221505,0.6167734570000001,0.483094567,0.483094567
201,0.4470286189999999,0.650144234,0.676840848,0.5913379003333333,0.5913379003333333
202,0.727337218,0.4939094189999999,0.629898166,0.6170482676666666,0.6170482676666666
203,0.642007028,0.58628363,0.3958034139999999,0.5413646906666666,0.5413646906666666
204,0.64620838,0.283889162,0.28951618,0.4065379073333333,0.40653790733333334
205,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
206,0.536303373,0.6739417320000001,0.670573494,0.6269395329999999,0.6269395329999999
207,0.564408039,0.3995420779999999,0.343051129,0.435667082,0.435667082
208,0.510852289,0.459620026,0.358059743,0.4428440193333333,0.4428440193333333
209,0.5661657520000001,0.630334407,0.636601255,0.6110338046666667,0.6110338046666667
210,0.375457272,0.475822072,0.423481459,0.4249202676666666,0.42492026766666663
211,0.744882505,0.396686573,0.440253643,0.5272742403333333,0.5272742403333333
212,0.686866731,0.4357512739999999,0.310097035,0.47757168,0.47757168
213,0.3884707739999999,0.674553355,0.6188201729999999,0.5606147673333334,0.5606147673333334
214,0.473393941,0.23621561,0.664479932,0.4580298276666667,0.4580298276666667
215,0.7057973040000001,0.703904172,0.643230988,0.6843108213333333,0.6843108213333333
216,0.604385211,0.372072331,0.301986838,0.4261481266666666,0.4261481266666666
217,0.503506832,0.465995344,0.6337222610000001,0.5344081456666667,0.5344081456666667
218,0.575244772,0.4453974189999999,0.326869219,0.4491704699999999,0.44917046999999993
219,0.465281311,0.594594473,0.707395998,0.589090594,0.589090594
220,0.7536529240000001,0.182456915,0.2743785569999999,0.4034961319999999,0.40349613199999995
221,0.65739203,0.27591062,0.303103766,0.4121354719999999,0.41213547199999995
222,0.538880909,0.7243081159999999,0.6774656459999999,0.6468848903333333,0.6468848903333333
223,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
224,0.7417571999999999,0.449823926,0.305346894,0.4989760066666666,0.49897600666666664
225,0.501411504,0.492126481,0.514708819,0.5027489346666667,0.5027489346666667
226,0.665208381,0.4133540779999999,0.387511371,0.4886912766666667,0.4886912766666667
227,0.65364212,0.515661369,0.661909846,0.610404445,0.610404445
228,0.5876782620000001,0.462024666,0.640152146,0.5632850246666666,0.5632850246666666
229,0.681829033,0.325463603,0.32223624,0.4431762919999999,0.44317629199999997
230,0.613561328,0.330062272,0.423481459,0.4557016863333333,0.4557016863333333
231,0.477932497,0.291452322,0.269630101,0.3463383066666667,0.3463383066666667
232,0.6764392359999999,0.569532311,0.675385765,0.6404524373333333,0.6404524373333333
233,0.651059798,0.2937612539999999,0.415795155,0.4535387356666667,0.4535387356666667
234,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
235,0.389428724,0.398978778,0.651770604,0.4800593686666666,0.4800593686666666
236,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
237,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
238,0.7033179759999999,0.621685826,0.642987137,0.6559969796666666,0.6559969796666666
239,0.439161223,0.499854226,0.641590924,0.526868791,0.526868791
240,0.657209468,0.53156305,0.665047057,0.6179398583333333,0.6179398583333333
241,0.440104875,0.60352182,0.716319595,0.5866487633333333,0.5866487633333333
242,0.619840215,0.655061035,0.613810913,0.629570721,0.629570721
243,0.657193879,0.277987431,0.228207798,0.3877963693333333,0.38779636933333334
244,0.549973533,0.594594473,0.709369802,0.6179792693333334,0.6179792693333334
245,0.495766924,0.5849649929999999,0.398441762,0.493057893,0.493057893
246,0.479521411,0.41234656,0.444303372,0.4453904476666666,0.44539044766666663
247,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
248,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
249,0.252008311,0.287968903,0.496769201,0.3455821383333333,0.34558213833333334
250,0.348450336,0.6168324000000001,0.5988660720000001,0.5213829360000001,0.5213829360000001
251,0.6220870239999999,0.489025952,0.618342791,0.5764852556666665,0.5764852556666665
252,0.401768886,0.607084479,0.6843364000000001,0.5643965883333334,0.5643965883333334
253,0.581340736,0.499969263,0.620252255,0.567187418,0.567187418
254,0.576692998,0.44080463,0.5836151070000001,0.533704245,0.533704245
255,0.39666763,0.68502606,0.628919597,0.570204429,0.570204429
256,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
257,0.385750526,0.574982342,0.656840295,0.5391910543333333,0.5391910543333333
258,0.606041313,0.596367424,0.595022205,0.5991436473333333,0.5991436473333333
259,0.467523339,0.468186754,0.456435552,0.4640485483333333,0.4640485483333333
260,0.514747596,0.568362014,0.447171663,0.5100937576666666,0.5100937576666666
261,0.39873864,0.4413531329999999,0.465527708,0.4352064936666666,0.43520649366666664
262,0.717791216,0.5710764220000001,0.65728754,0.6487183926666668,0.6487183926666668
263,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
264,0.4127621629999999,0.5315097670000001,0.6842989159999999,0.5428569486666667,0.5428569486666667
265,0.413728277,0.590949332,0.684813463,0.5631636906666667,0.5631636906666667
266,0.537963059,0.714109245,0.6834183970000001,0.645163567,0.645163567
267,0.5772089779999999,0.4333048779999999,0.301986838,0.4375002313333332,0.4375002313333332
268,0.656006259,0.382501892,0.384025197,0.4741777826666666,0.47417778266666666
269,0.593324926,0.465489783,0.484921006,0.5145785716666667,0.5145785716666667
270,0.401232966,0.351454522,0.571567476,0.4414183213333333,0.44141832133333336
271,0.293686302,0.420861749,0.301986838,0.3388449629999999,0.33884496299999994
272,0.593324926,0.465489783,0.484921006,0.5145785716666667,0.5145785716666667
273,0.514960967,0.382129687,0.493689942,0.463593532,0.46359353200000003
274,0.653075507,0.402496669,0.2743785569999999,0.443316911,0.443316911
275,0.673650168,0.499762374,0.32223624,0.498549594,0.498549594
276,0.4510555329999999,0.312548811,0.380345925,0.3813167563333333,0.3813167563333333
277,0.479350012,0.608299622,0.605208619,0.5642860843333333,0.5642860843333333
278,0.608791519,0.497556676,0.4087154839999999,0.5050212263333332,0.5050212263333332
279,0.563569646,0.30996005,0.640683256,0.5047376506666666,0.5047376506666666
280,0.44588323,0.324463115,0.44153296,0.4039597683333333,0.40395976833333336
281,0.569000466,0.503094383,0.368381835,0.4801588946666666,0.48015889466666667
282,0.593324926,0.465489783,0.484921006,0.5145785716666667,0.5145785716666667
283,0.521834964,0.345950184,0.398150752,0.4219786333333333,0.4219786333333333
284,0.4693890739999999,0.352139858,0.404082505,0.4085371456666666,0.40853714566666666
285,0.7289834759999999,0.319161491,0.408578867,0.4855746113333333,0.4855746113333333
286,0.557021035,0.462024666,0.6336209939999999,0.5508888983333333,0.5508888983333333
287,0.6784737809999999,0.521128448,0.306619817,0.5020740153333333,0.5020740153333333
288,0.51975118,0.537151872,0.696582175,0.5844950756666667,0.5844950756666667
289,0.463814424,0.435650591,0.577595492,0.4923535023333333,0.4923535023333333
290,0.680956232,0.261647822,0.306619817,0.416407957,0.416407957
291,0.483368037,0.384609862,0.519341799,0.4624398993333333,0.4624398993333333
292,0.637823501,0.484117529,0.306619817,0.4761869489999999,0.47618694899999997
293,0.540574371,0.404559739,0.424780232,0.456638114,0.456638114
294,0.651607704,0.60352182,0.622552397,0.6258939736666667,0.6258939736666667
295,0.593324926,0.465489783,0.484921006,0.5145785716666667,0.5145785716666667
296,0.593324926,0.465489783,0.484921006,0.5145785716666667,0.5145785716666667
297,0.446537523,0.484800331,0.630505766,0.52061454,0.52061454
298,0.457334058,0.717453673,0.63355778,0.6027818369999999,0.6027818369999999
299,0.580035006,0.396589304,0.452255853,0.4762933876666667,0.4762933876666667
300,0.646119649,0.412765966,0.419555915,0.4928138433333333,0.49281384333333333
301,0.389215619,0.4449229729999999,0.575585377,0.4699079896666666,0.4699079896666666
302,0.6532370470000001,0.338181195,0.423035675,0.471484639,0.47148463900000004
303,0.496281394,0.425605307,0.401014779,0.44096716,0.44096716
304,0.483401631,0.3709022489999999,0.522099908,0.4588012626666666,0.4588012626666666
305,0.58087728,0.4017799,0.3515918429999999,0.4447496743333333,0.4447496743333333
306,0.4892031779999999,0.387398456,0.370759213,0.4157869489999999,0.41578694899999996
307,0.584968571,0.2383973589999999,0.301483208,0.3749497126666666,0.3749497126666666
308,0.4344586139999999,0.618328653,0.670403021,0.5743967626666666,0.5743967626666666
309,0.731070709,0.30146935,0.346220388,0.4595868156666666,0.4595868156666666
310,0.4879631379999999,0.7090352670000001,0.686002135,0.6276668466666666,0.6276668466666666
311,0.587748151,0.503715131,0.368381835,0.4866150389999999,0.48661503899999997
312,0.4620963039999999,0.649998421,0.663138601,0.591744442,0.591744442
313,0.698783313,0.322749141,0.494184895,0.5052391163333333,0.5052391163333333
314,0.625383127,0.547059641,0.4087154839999999,0.5270527506666666,0.5270527506666666
