,Role_WiseMan,Self_Esteem_Cont_SEDiscrepancyConfidence,Mean
0,0.7142298709999999,0.7578221509999999,0.7360260109999999
1,0.486979501,0.5398377679999999,0.5134086345
2,0.397466955,0.601333738,0.4994003465
3,0.376739087,0.484409269,0.430574178
4,0.626009014,0.498036152,0.562022583
5,0.4806071189999999,0.611352455,0.5459797869999999
6,0.564577929,0.476705492,0.5206417105000001
7,0.317750576,0.496374507,0.4070625415
8,0.548870011,0.448500128,0.4986850695
9,0.612331946,0.525720788,0.569026367
10,0.674786507,0.503894038,0.5893402725
11,0.5140951770000001,0.515765538,0.5149303575
12,0.339408116,0.48497925,0.412193683
13,0.731498744,0.517791447,0.6246450955
14,0.42142382,0.5070843939999999,0.46425410699999997
15,0.373300225,0.534333931,0.45381707800000004
16,0.422557427,0.471113213,0.44683532
17,0.364272496,0.613249133,0.4887608145
18,0.533585223,0.484293959,0.508939591
19,0.360004666,0.376500401,0.3682525335
20,0.659192503,0.596526021,0.627859262
21,0.266010811,0.569142355,0.417576583
22,0.372775321,0.577472063,0.475123692
23,0.41681039,0.654615571,0.5357129805
24,0.471530159,0.4956692629999999,0.483599711
25,0.232748231,0.648361996,0.4405551135
26,0.499003092,0.669715738,0.584359415
27,0.763725859,0.5323673170000001,0.648046588
28,0.321146365,0.766863087,0.544004726
29,0.551146055,0.400568796,0.4758574255
30,0.481618455,0.549291279,0.515454867
31,0.313385063,0.489408841,0.40139695200000003
32,0.428462868,0.627075044,0.5277689560000001
33,0.612331946,0.525720788,0.569026367
34,0.3920877479999999,0.481345773,0.43671676049999997
35,0.637154978,0.491311327,0.5642331525
36,0.564837617,0.525720788,0.5452792025
37,0.458229934,0.530085595,0.4941577645
38,0.221843885,0.582606312,0.4022250985
39,0.5169664310000001,0.66153066,0.5892485455
40,0.4279804929999999,0.540715045,0.484347769
41,0.5564178120000001,0.405531895,0.4809748535
42,0.327853889,0.472415294,0.40013459149999997
43,0.453890152,0.537161242,0.49552569700000004
44,0.53964334,0.7745367759999999,0.657090058
45,0.400116186,0.4760215339999999,0.43806885999999995
46,0.542432757,0.5472717979999999,0.5448522775
47,0.487447203,0.450144865,0.46879603400000003
48,0.59242536,0.497490622,0.544957991
49,0.1859717619999999,0.6344135670000001,0.41019266449999997
50,0.70877746,0.586185045,0.6474812525
51,0.306734571,0.647998335,0.477366453
52,0.685491592,0.568976798,0.627234195
53,0.623804254,0.475076303,0.5494402785
54,0.5649481679999999,0.582964512,0.57395634
55,0.5152458360000001,0.508448328,0.5118470820000001
56,0.60846613,0.4511855179999999,0.529825824
57,0.6905026390000001,0.45734316,0.5739228995000001
58,0.43458925,0.587056668,0.510822959
59,0.62995349,0.6288405770000001,0.6293970335000001
60,0.58475383,0.523072458,0.553913144
61,0.7282162740000001,0.427019456,0.5776178650000001
62,0.6692639429999999,0.644364001,0.6568139719999999
63,0.641007381,0.531630773,0.586319077
64,0.393019047,0.556452846,0.4747359465
65,0.276187113,0.552451874,0.41431949349999997
66,0.48723648,0.480358052,0.483797266
67,0.560443404,0.5103618129999999,0.5354026085
68,0.503376377,0.474554086,0.48896523150000004
69,0.409830567,0.599598663,0.5047146149999999
70,0.3706416629999999,0.604730919,0.48768629099999994
71,0.254081344,0.556583819,0.40533258149999996
72,0.455226096,0.547880193,0.5015531445
73,0.181312804,0.483446559,0.33237968149999997
74,0.181312804,0.483446559,0.33237968149999997
75,0.569628655,0.455998955,0.512813805
76,0.383220762,0.531954724,0.457587743
77,0.529321071,0.745558335,0.6374397030000001
78,0.576405636,0.543208217,0.5598069265000001
79,0.688096128,0.432721931,0.5604090294999999
80,0.298345716,0.558915917,0.4286308165
81,0.611465069,0.5142796079999999,0.5628723385
82,0.731980985,0.504690714,0.6183358495
83,0.4748199389999999,0.5598982889999999,0.5173591139999999
84,0.590219457,0.708301506,0.6492604815
85,0.47812631,0.489948295,0.4840373025
86,0.3748415539999999,0.382615109,0.37872833149999996
87,0.404176838,0.546951414,0.475564126
88,0.376960021,0.337385997,0.357173009
89,0.446391971,0.584559143,0.515475557
90,0.514195064,0.436358772,0.47527691800000005
91,0.2542769139999999,0.582926266,0.41860158999999997
92,0.560112651,0.480405096,0.5202588735
93,0.333197793,0.43696115,0.3850794715
94,0.719658314,0.380626144,0.550142229
95,0.684861416,0.45648852,0.570674968
96,0.3651667079999999,0.6692933670000001,0.5172300375
97,0.350031139,0.594215837,0.47212348800000004
98,0.46407302,0.295287151,0.3796800855
99,0.363564169,0.577170285,0.470367227
100,0.5255348000000001,0.495183384,0.5103590920000001
101,0.488903115,0.456064354,0.47248373450000003
102,0.668787868,0.5750930360000001,0.621940452
103,0.507455424,0.638942363,0.5731988935
104,0.520388148,0.457546176,0.488967162
105,0.4648269829999999,0.627075044,0.5459510135
106,0.450564412,0.653150801,0.5518576065
107,0.394584597,0.520200931,0.45739276399999995
108,0.604256995,0.5281189079999999,0.5661879514999999
109,0.6773747240000001,0.5518186629999999,0.6145966935
110,0.592338159,0.530051827,0.561194993
111,0.40988624,0.494079656,0.451982948
112,0.6964515590000001,0.506071676,0.6012616175000001
113,0.33025965,0.64641644,0.488338045
114,0.416933154,0.593625545,0.5052793495
115,0.441657625,0.495425898,0.4685417615
116,0.553647683,0.625988484,0.5898180835
117,0.61313086,0.4724851229999999,0.5428079914999999
118,0.627167889,0.5472717979999999,0.5872198435
119,0.5101889820000001,0.456257698,0.48322334
120,0.44662722,0.653769745,0.5501984824999999
121,0.43054132,0.733034758,0.581788039
122,0.464908665,0.514024402,0.4894665335
123,0.325033785,0.703522095,0.5142779399999999
124,0.534235962,0.519673417,0.5269546895
125,0.541728963,0.474976896,0.5083529295
126,0.363752741,0.598308669,0.481030705
127,0.627774149,0.510210047,0.5689920980000001
128,0.201618922,0.555755919,0.3786874205
129,0.574805727,0.577175401,0.575990564
130,0.617146955,0.5040154920000001,0.5605812235000001
131,0.6720802229999999,0.495341816,0.5837110194999999
132,0.59473154,0.4045947729999999,0.4996631564999999
133,0.46936254,0.55955346,0.514458
134,0.58335899,0.577149248,0.580254119
135,0.612060005,0.519629419,0.5658447120000001
136,0.6071349,0.5472717979999999,0.5772033489999999
137,0.503594459,0.545793019,0.5246937389999999
138,0.6150862229999999,0.479806897,0.54744656
139,0.238191436,0.49233786,0.365264648
140,0.65474416,0.651377846,0.653061003
141,0.648001336,0.733876435,0.6909388855
142,0.475754259,0.572632032,0.5241931455
143,0.3974967889999999,0.621430461,0.509463625
144,0.375359801,0.648778168,0.5120689844999999
145,0.529283332,0.535107765,0.5321955485000001
146,0.467231425,0.469861426,0.46854642550000003
147,0.282583508,0.416989015,0.34978626150000003
148,0.81862616,0.431565149,0.6250956544999999
149,0.4363826,0.545352976,0.49086778799999997
150,0.581394724,0.5227423179999999,0.552068521
151,0.522817561,0.7140871790000001,0.61845237
152,0.486488262,0.469982417,0.47823533949999997
153,0.353470647,0.491153557,0.422312102
154,0.612331946,0.525720788,0.569026367
155,0.259923986,0.475382882,0.367653434
156,0.473319522,0.562918823,0.5181191725
157,0.63934288,0.518351722,0.5788473009999999
158,0.486197716,0.450211082,0.468204399
159,0.509858504,0.5069809679999999,0.508419736
160,0.214887907,0.594961894,0.40492490049999996
161,0.415248272,0.374517673,0.3948829725
162,0.244468206,0.473245612,0.358856909
163,0.393205036,0.60815033,0.5006776829999999
164,0.571687217,0.548917816,0.5603025165
165,0.312158383,0.572488888,0.4423236355
166,0.6657396879999999,0.597511369,0.6316255285
167,0.7023701379999999,0.786585415,0.7444777764999999
168,0.658270516,0.479806897,0.5690387065
169,0.400238237,0.520200931,0.46021958399999996
170,0.5586570470000001,0.540715045,0.549686046
171,0.576121009,0.567335606,0.5717283074999999
172,0.352447977,0.663771078,0.5081095275
173,0.467630986,0.515997267,0.4918141265
174,0.4170577,0.422689993,0.4198738465
175,0.5940201420000001,0.644924517,0.6194723295
176,0.785918714,0.438438179,0.6121784465
177,0.646587146,0.451905185,0.5492461655
178,0.258858314,0.46922192,0.364040117
179,0.484476898,0.478931617,0.4817042575
180,0.217747796,0.587731286,0.402739541
181,0.4423350129999999,0.6854135840000001,0.5638742985
182,0.328404328,0.883803021,0.6061036745
183,0.586156891,0.497163863,0.541660377
184,0.482379727,0.5258731320000001,0.5041264295000001
185,0.6231422670000001,0.5472717979999999,0.5852070325000001
186,0.549277056,0.582504116,0.565890586
187,0.306241252,0.324500608,0.31537093000000005
188,0.565062096,0.525284665,0.5451733805000001
189,0.320849832,0.439899453,0.38037464249999997
190,0.285921976,0.427109912,0.356515944
191,0.547028837,0.493828802,0.5204288195
192,0.3521653529999999,0.496221952,0.42419365249999996
193,0.510813084,0.463270145,0.48704161450000005
194,0.4213828679999999,0.6189967829999999,0.5201898254999999
195,0.507497435,0.569457698,0.5384775665
196,0.364320233,0.723023066,0.5436716495
197,0.425611462,0.488847152,0.457229307
198,0.470961241,0.628511164,0.5497362025
199,0.598852185,0.47737756,0.5381148725
200,0.38763047,0.555717131,0.47167380049999996
201,0.381139716,0.711269426,0.546204571
202,0.595538198,0.702405025,0.6489716114999999
203,0.502870054,0.4993188679999999,0.5010944609999999
204,0.572363786,0.5175031179999999,0.544933452
205,0.612331946,0.525720788,0.569026367
206,0.625989716,0.493828802,0.559909259
207,0.480194496,0.545532276,0.512863386
208,0.519239906,0.49258266,0.505911283
209,0.4889030829999999,0.534937091,0.5119200869999999
210,0.290008859,0.48940227,0.3897055645
211,0.60866053,0.579391914,0.594026222
212,0.5690331670000001,0.4551966229999999,0.512114895
213,0.237091119,0.568264698,0.4026779085
214,0.564367238,0.634940477,0.5996538575
215,0.724049033,0.524923489,0.6244862609999999
216,0.542406463,0.516584019,0.529495241
217,0.369107692,0.455396566,0.41225212899999997
218,0.681425803,0.456535846,0.5689808245
219,0.732219299,0.564817414,0.6485183565
220,0.661927113,0.446078697,0.5540029049999999
221,0.565958605,0.4328449479999999,0.49940177649999995
222,0.5969698520000001,0.435827643,0.5163987475
223,0.612331946,0.525720788,0.569026367
224,0.619006006,0.600811059,0.6099085325
225,0.356104927,0.6021248570000001,0.479114892
226,0.5181693589999999,0.576440183,0.547304771
227,0.584895628,0.606960154,0.595927891
228,0.6357650970000001,0.5735587679999999,0.6046619325
229,0.621610334,0.45908321,0.540346772
230,0.4838789979999999,0.672945958,0.578412478
231,0.403660616,0.4160677029999999,0.4098641595
232,0.644381035,0.579652323,0.612016679
233,0.4959044079999999,0.58530614,0.540605274
234,0.612331946,0.525720788,0.569026367
235,0.38782258,0.5799052729999999,0.4838639265
236,0.612331946,0.525720788,0.569026367
237,0.612331946,0.525720788,0.569026367
238,0.558194677,0.653769745,0.6059822109999999
239,0.435268582,0.52787852,0.481573551
240,0.5768007589999999,0.517162459,0.5469816089999999
241,0.549932882,0.558585126,0.5542590039999999
242,0.544550587,0.5727614679999999,0.5586560275
243,0.409702332,0.48268025,0.446191291
244,0.507747794,0.63960173,0.573674762
245,0.561090619,0.412336173,0.48671339599999996
246,0.539329827,0.49855938,0.5189446035
247,0.612331946,0.525720788,0.569026367
248,0.612331946,0.525720788,0.569026367
249,0.162233324,0.6815386170000001,0.42188597050000004
250,0.3446185639999999,0.485411913,0.41501523849999994
251,0.450745643,0.4755148289999999,0.4631302359999999
252,0.547228833,0.4601375139999999,0.5036831735
253,0.672217643,0.484150381,0.578184012
254,0.310920006,0.6276207079999999,0.46927035699999997
255,0.451501932,0.555059024,0.503280478
256,0.612331946,0.525720788,0.569026367
257,0.488150805,0.477911751,0.483031278
258,0.571347304,0.507992033,0.5396696685
259,0.474408436,0.536730919,0.5055696775
260,0.645373159,0.502762642,0.5740679005
261,0.280511728,0.4807362429999999,0.3806239855
262,0.622053686,0.689087043,0.6555703645
263,0.612331946,0.525720788,0.569026367
264,0.32765733,0.501801798,0.41472956400000005
265,0.411324831,0.570704081,0.49101445600000004
266,0.568240107,0.5472717979999999,0.5577559525
267,0.385918246,0.373306517,0.3796123815
268,0.6040128339999999,0.443547529,0.5237801814999999
269,0.500222174,0.467143312,0.483682743
270,0.259005563,0.5545251489999999,0.40676535599999997
271,0.146662507,0.438282261,0.292472384
272,0.500222174,0.467143312,0.483682743
273,0.387678591,0.522645121,0.45516185600000003
274,0.513272381,0.465035406,0.48915389350000005
275,0.649633018,0.5041431479999999,0.5768880829999999
276,0.466515147,0.462172086,0.4643436165
277,0.569536854,0.316257646,0.44289725
278,0.512772115,0.5156135270000001,0.514192821
279,0.597832264,0.596526021,0.5971791424999999
280,0.392583276,0.471266896,0.431925086
281,0.592675784,0.526472728,0.559574256
282,0.500222174,0.467143312,0.483682743
283,0.465532925,0.555788755,0.51066084
284,0.473464786,0.55337322,0.513419003
285,0.475595484,0.453271237,0.4644333605
286,0.570163611,0.499433818,0.5347987144999999
287,0.567613912,0.462884549,0.5152492305
288,0.4648971389999999,0.593825771,0.529361455
289,0.466014904,0.592707514,0.5293612089999999
290,0.586658916,0.4834262139999999,0.5350425649999999
291,0.266808965,0.554611714,0.4107103395
292,0.522585917,0.491490097,0.507038007
293,0.468840311,0.5174698010000001,0.49315505600000004
294,0.612331946,0.525720788,0.569026367
295,0.500222174,0.467143312,0.483682743
296,0.500222174,0.467143312,0.483682743
297,0.501511031,0.519700822,0.5106059265
298,0.62496504,0.453519927,0.5392424835
299,0.423477711,0.574399532,0.4989386215
300,0.4913213979999999,0.389817651,0.4405695245
301,0.311934762,0.699718588,0.505826675
302,0.472870095,0.4935929429999999,0.48323151899999994
303,0.375186353,0.473729511,0.424457932
304,0.389266589,0.4789944279999999,0.43413050849999996
305,0.591292458,0.4528241,0.522058279
306,0.540836676,0.4771731879999999,0.509004932
307,0.4900983539999999,0.460986816,0.47554258499999996
308,0.661777331,0.470994139,0.566385735
309,0.7440084370000001,0.581007772,0.6625081045000001
310,0.5694228179999999,0.489963936,0.529693377
311,0.635645359,0.520029331,0.5778373450000001
312,0.5521181860000001,0.525720788,0.538919487
313,0.461002963,0.489180547,0.475091755
314,0.56305084,0.495834654,0.529442747
315,0.710873875,0.47459078,0.5927323275
316,0.484582351,0.5558021910000001,0.520192271
317,0.32158325,0.448426463,0.3850048565
318,0.39827624,0.503308875,0.4507925575
319,0.484876411,0.564904989,0.5248907
320,0.58043175,0.555059024,0.567745387
321,0.132441962,0.556164364,0.344303163
322,0.524429995,0.491491095,0.507960545
323,0.25631206,0.6277601429999999,0.44203610149999994
324,0.4635816989999999,0.632163835,0.5478727669999999
325,0.5427439039999999,0.491795334,0.5172696189999999
326,0.580974025,0.762191449,0.671582737
327,0.626937477,0.4696102239999999,0.5482738505
328,0.517774046,0.702405025,0.6100895355
329,0.500222174,0.467143312,0.483682743
330,0.423547868,0.683991287,0.5537695775
331,0.601472529,0.444981266,0.5232268975000001
332,0.306879551,0.511831177,0.409355364
333,0.7361128259999999,0.621877759,0.6789952925
334,0.525240918,0.641465973,0.5833534455
335,0.437157005,0.52551054,0.4813337725
336,0.528716573,0.488902499,0.508809536
337,0.612331946,0.525720788,0.569026367
338,0.607447572,0.556981461,0.5822145165
339,0.451518839,0.68823881,0.5698788244999999
340,0.582088653,0.5735587679999999,0.5778237104999999
341,0.5072715289999999,0.467788592,0.4875300605
342,0.579101694,0.554277302,0.566689498
343,0.612331946,0.525720788,0.569026367
344,0.570163611,0.499433818,0.5347987144999999
345,0.574229209,0.5815607070000001,0.577894958
346,0.720443857,0.4733524079999999,0.5968981325
347,0.60185967,0.511874941,0.5568673055
348,0.496846111,0.508487707,0.502666909
349,0.5144479470000001,0.453580848,0.4840143975
350,0.73852485,0.2425145389999999,0.49051969449999994
351,0.6035331660000001,0.4839175329999999,0.5437253495
352,0.5735711170000001,0.383227662,0.47839938950000005
353,0.759606343,0.46810038,0.6138533614999999
354,0.570163611,0.499433818,0.5347987144999999
355,0.61354172,0.572021699,0.5927817095
356,0.460589174,0.543595893,0.5020925334999999
357,0.587481923,0.420440517,0.50396122
358,0.446378007,0.545987792,0.49618289950000005
359,0.26044726,0.563244479,0.4118458695
360,0.4979075089999999,0.432047846,0.46497767749999996
361,0.596288615,0.485411913,0.5408502639999999
362,0.47140716,0.7205259909999999,0.5959665755
363,0.3811963129999999,0.579435691,0.48031600199999996
364,0.2898014869999999,0.59063155,0.4402165185
365,0.4796928139999999,0.52786787,0.503780342
366,0.7791844370000001,0.463043188,0.6211138125
367,0.5150117160000001,0.453499479,0.4842555975
368,0.642553798,0.482556298,0.562555048
369,0.637666241,0.474033349,0.555849795
370,0.612331946,0.525720788,0.569026367
371,0.630227168,0.52757097,0.578899069
372,0.504846699,0.658250442,0.5815485705000001
373,0.494388328,0.371457707,0.4329230175
374,0.41887612,0.797777863,0.6083269915
375,0.5275771229999999,0.55849824,0.5430376815
376,0.394609507,0.472892534,0.43375102050000003
377,0.6335207039999999,0.426710019,0.5301153614999999
378,0.507803979,0.4928520629999999,0.500328021
379,0.370713222,0.512804697,0.4417589595
380,0.406220247,0.46692233,0.4365712885
381,0.556392114,0.464278952,0.510335533
382,0.612331946,0.525720788,0.569026367
383,0.474946277,0.455353716,0.4651499965
384,0.5336315779999999,0.501801798,0.5177166879999999
385,0.5126123779999999,0.473096231,0.49285430449999995
386,0.601916595,0.50040617,0.5511613825
387,0.5585602510000001,0.5815607070000001,0.5700604790000001
388,0.19304518,0.467264341,0.33015476050000003
389,0.254806543,0.487676589,0.371241566
390,0.329187691,0.55496342,0.4420755555
391,0.4397728379999999,0.499804907,0.46978887249999995
392,0.656842233,0.497441142,0.5771416875
393,0.268848366,0.503671415,0.3862598905
394,0.588967703,0.5472717979999999,0.5681197505
395,0.612331946,0.525720788,0.569026367
396,0.1370558919999999,0.663158322,0.40010710699999996
397,0.46690311,0.535861249,0.5013821795
398,0.345323394,0.5503383239999999,0.44783085899999997
399,0.6109537070000001,0.636072916,0.6235133115
400,0.600238481,0.608674472,0.6044564765
401,0.586854759,0.488561172,0.5377079655
402,0.616851645,0.4687969179999999,0.5428242815
403,0.327942348,0.596566999,0.4622546735
404,0.622484047,0.61451084,0.6184974435
405,0.6283062389999999,0.457561062,0.5429336505
406,0.43420301,0.49654872,0.465375865
407,0.612331946,0.525720788,0.569026367
408,0.612331946,0.525720788,0.569026367
409,0.544331409,0.558739389,0.551535399
410,0.4154692929999999,0.46439072,0.4399300064999999
411,0.461277512,0.512481744,0.486879628
412,0.268533572,0.6324084520000001,0.45047101200000006
413,0.612331946,0.525720788,0.569026367
414,0.4814412,0.457506425,0.4694738125
415,0.370967692,0.631116771,0.5010422315
416,0.612331946,0.525720788,0.569026367
417,0.4046254529999999,0.372194217,0.3884098349999999
418,0.389507594,0.481815092,0.43566134300000003
419,0.353156352,0.4652184379999999,0.40918739499999995
420,0.500222174,0.467143312,0.483682743
421,0.477853573,0.4976013589999999,0.48772746599999994
422,0.612331946,0.525720788,0.569026367
423,0.613159164,0.513420875,0.5632900195
424,0.272322063,0.658541211,0.465431637
425,0.612331946,0.525720788,0.569026367
426,0.612331946,0.525720788,0.569026367
427,0.612331946,0.525720788,0.569026367
428,0.612331946,0.525720788,0.569026367
429,0.600096203,0.477624359,0.538860281
430,0.612331946,0.525720788,0.569026367
431,0.500222174,0.467143312,0.483682743
432,0.192282717,0.569359397,0.380821057
433,0.5987026089999999,0.5472717979999999,0.5729872034999999
434,0.612331946,0.525720788,0.569026367
435,0.612331946,0.525720788,0.569026367
436,0.612331946,0.525720788,0.569026367
437,0.160713726,0.642256498,0.401485112
438,0.4739770889999999,0.413966731,0.4439719099999999
439,0.612331946,0.525720788,0.569026367
440,0.612331946,0.525720788,0.569026367
441,0.437519485,0.51209177,0.4748056275
442,0.500222174,0.467143312,0.483682743
443,0.612331946,0.525720788,0.569026367
444,0.612331946,0.525720788,0.569026367
445,0.612331946,0.525720788,0.569026367
446,0.612331946,0.525720788,0.569026367
447,0.482321785,0.538524863,0.510423324
448,0.612331946,0.525720788,0.569026367
449,0.5826988670000001,0.433850544,0.5082747055000001
450,0.612331946,0.525720788,0.569026367
451,0.160122173,0.6580995860000001,0.4091108795
452,0.514639791,0.43086541,0.4727526005
453,0.612331946,0.525720788,0.569026367
454,0.5879790229999999,0.495602597,0.54179081
455,0.528365321,0.503910115,0.516137718
456,0.436709423,0.438506361,0.437607892
457,0.544301744,0.445008742,0.49465524299999997
458,0.732595083,0.60833817,0.6704666265
459,0.460195312,0.549491351,0.5048433315
460,0.612331946,0.525720788,0.569026367
461,0.47046822,0.457346536,0.46390737800000004
462,0.353722972,0.496156005,0.4249394885
463,0.612331946,0.525720788,0.569026367
464,0.4177562729999999,0.702405025,0.560080649
465,0.612331946,0.525720788,0.569026367
466,0.612331946,0.525720788,0.569026367
467,0.612331946,0.525720788,0.569026367
468,0.619278167,0.626679767,0.6229789670000001
469,0.612331946,0.525720788,0.569026367
470,0.545614911,0.4187332179999999,0.4821740645
471,0.18975904,0.544097581,0.3669283105
472,0.612331946,0.525720788,0.569026367
473,0.612331946,0.525720788,0.569026367
474,0.328328036,0.410920002,0.36962401899999997
475,0.405540961,0.527190384,0.46636567249999994
476,0.612331946,0.525720788,0.569026367
477,0.612331946,0.525720788,0.569026367
478,0.399214226,0.54961997,0.474417098
479,0.621658014,0.465017107,0.5433375604999999
480,0.429110605,0.486244437,0.457677521
481,0.500222174,0.467143312,0.483682743
482,0.612331946,0.525720788,0.569026367
483,0.279375268,0.468229844,0.373802556
484,0.612331946,0.525720788,0.569026367
485,0.612331946,0.525720788,0.569026367
486,0.3836741629999999,0.5098573789999999,0.4467657709999999
487,0.612331946,0.525720788,0.569026367
488,0.236428377,0.48602304,0.3612257085
489,0.505119514,0.596526021,0.5508227674999999
490,0.500222174,0.467143312,0.483682743
491,0.371207813,0.456845459,0.414026636
492,0.4235438279999999,0.560751979,0.49214790349999993
493,0.4393308629999999,0.668998991,0.554164927
494,0.612331946,0.525720788,0.569026367
495,0.474381156,0.431937245,0.4531592005
496,0.612331946,0.525720788,0.569026367
497,0.612331946,0.525720788,0.569026367
498,0.612331946,0.525720788,0.569026367
499,0.36603974,0.563285876,0.46466280800000004
500,0.612331946,0.525720788,0.569026367
501,0.612331946,0.525720788,0.569026367
502,0.660776781,0.514653915,0.587715348
503,0.612331946,0.525720788,0.569026367
504,0.357655322,0.593825771,0.47574054649999997
505,0.546245716,0.523303894,0.5347748050000001
506,0.612331946,0.525720788,0.569026367
507,0.54244376,0.47892852,0.51068614
508,0.500222174,0.467143312,0.483682743
509,0.449523751,0.621679545,0.535601648
510,0.48214424,0.617681279,0.5499127595
511,0.4316541579999999,0.611114342,0.52138425
512,0.318185091,0.4159804629999999,0.3670827769999999
513,0.421426511,0.663988523,0.542707517
514,0.576392287,0.529063058,0.5527276725
515,0.612331946,0.525720788,0.569026367
516,0.21174214,0.52319673,0.367469435
517,0.315880796,0.44681656,0.381348678
518,0.653173222,0.35525496,0.504214091
519,0.612331946,0.525720788,0.569026367
520,0.365175455,0.5467850910000001,0.455980273
521,0.612331946,0.525720788,0.569026367
522,0.655910641,0.6372728639999999,0.6465917525
523,0.66427449,0.495470733,0.5798726115
524,0.612331946,0.525720788,0.569026367
525,0.467864052,0.558397126,0.513130589
526,0.612331946,0.525720788,0.569026367
527,0.41633881,0.398363708,0.407351259
528,0.24562829,0.4761169329999999,0.36087261149999994
529,0.522353092,0.4850697,0.503711396
530,0.500222174,0.467143312,0.483682743
531,0.612331946,0.525720788,0.569026367
532,0.636872181,0.430251817,0.533561999
533,0.500222174,0.467143312,0.483682743
534,0.4817314239999999,0.538679789,0.5102056065
535,0.311329975,0.5264551470000001,0.41889256100000005
536,0.318496562,0.408362041,0.36342930149999997
537,0.369678792,0.59883546,0.484257126
538,0.500222174,0.467143312,0.483682743
539,0.370017301,0.664505032,0.5172611665
540,0.612331946,0.525720788,0.569026367
541,0.394703092,0.446258332,0.420480712
542,0.107790294,0.716378884,0.412084589
543,0.651853305,0.528283682,0.5900684935
544,0.612331946,0.525720788,0.569026367
545,0.588349888,0.5464619860000001,0.567405937
546,0.509456117,0.567603359,0.538529738
547,0.612331946,0.525720788,0.569026367
548,0.400425931,0.626123781,0.513274856
549,0.500222174,0.467143312,0.483682743
550,0.500222174,0.467143312,0.483682743
551,0.319999682,0.47803837,0.399019026
552,0.612331946,0.525720788,0.569026367
553,0.612331946,0.525720788,0.569026367
554,0.68166633,0.709664418,0.6956653740000001
555,0.612331946,0.525720788,0.569026367
556,0.181243947,0.678977497,0.430110722
557,0.612331946,0.525720788,0.569026367
558,0.598905311,0.524082189,0.56149375
559,0.500222174,0.467143312,0.483682743
560,0.7018378120000001,0.478877886,0.590357849
561,0.294861504,0.618077031,0.4564692675
562,0.500222174,0.467143312,0.483682743
563,0.461982052,0.5345517160000001,0.498266884
564,0.3111401589999999,0.583021913,0.44708103599999993
565,0.612331946,0.525720788,0.569026367
566,0.247034237,0.488372906,0.3677035715
567,0.527831685,0.55700307,0.5424173775000001
568,0.612331946,0.525720788,0.569026367
569,0.192647523,0.545195521,0.368921522
570,0.67011991,0.4568205429999999,0.5634702265
571,0.612331946,0.525720788,0.569026367
572,0.161011926,0.62696127,0.393986598
573,0.670499234,0.715494165,0.6929966995
574,0.649611889,0.6564829560000001,0.6530474225
575,0.382025479,0.420825255,0.401425367
576,0.196154375,0.608042106,0.4020982405
577,0.328840349,0.344223493,0.33653192099999996
578,0.435281021,0.483022274,0.4591516475
579,0.5241027779999999,0.58976131,0.556932044
580,0.320217158,0.583526628,0.45187189299999997
581,0.500222174,0.467143312,0.483682743
582,0.549377885,0.496920747,0.523149316
583,0.612331946,0.525720788,0.569026367
584,0.612331946,0.525720788,0.569026367
585,0.194069432,0.515881363,0.35497539749999996
586,0.605077446,0.616245634,0.61066154
587,0.612331946,0.525720788,0.569026367
588,0.511445166,0.5288332929999999,0.5201392295
589,0.612331946,0.525720788,0.569026367
590,0.612331946,0.525720788,0.569026367
591,0.612331946,0.525720788,0.569026367
592,0.446986547,0.644364001,0.545675274
593,0.612331946,0.525720788,0.569026367
594,0.309460993,0.483371667,0.39641633
595,0.613617007,0.661436783,0.6375268949999999
596,0.612331946,0.525720788,0.569026367
597,0.44664747,0.505165889,0.4759066795
598,0.626578136,0.631592719,0.6290854275
599,0.4244542839999999,0.564022582,0.4942384329999999
600,0.220641449,0.503407511,0.36202448
601,0.306900966,0.5491258379999999,0.42801340199999993
602,0.575444938,0.493828802,0.5346368699999999
603,0.327176968,0.7485645890000001,0.5378707785000001
604,0.5645973120000001,0.2906175039999999,0.42760740799999997
605,0.638863476,0.529915711,0.5843895935000001
606,0.612331946,0.525720788,0.569026367
607,0.562120965,0.509156453,0.535638709
608,0.612331946,0.525720788,0.569026367
609,0.372268128,0.51273519,0.442501659
610,0.380191921,0.504539185,0.44236555299999997
611,0.275555261,0.644567957,0.46006160900000004
612,0.395798786,0.474535569,0.4351671775
613,0.3508044329999999,0.582670641,0.466737537
614,0.589007826,0.5099415420000001,0.549474684
615,0.312846828,0.580057779,0.4464523035
616,0.500222174,0.467143312,0.483682743
617,0.475115259,0.638942363,0.557028811
618,0.500222174,0.467143312,0.483682743
619,0.612331946,0.525720788,0.569026367
620,0.612331946,0.525720788,0.569026367
621,0.332471277,0.461149219,0.396810248
622,0.267804999,0.4986694229999999,0.38323721099999997
623,0.54122187,0.51285666,0.527039265
624,0.6624445529999999,0.445540965,0.553992759
625,0.158377339,0.539381785,0.34887956200000003
626,0.4677307639999999,0.476556341,0.47214355249999995
627,0.500222174,0.467143312,0.483682743
628,0.612331946,0.525720788,0.569026367
629,0.6291673179999999,0.503571804,0.5663695609999999
630,0.500222174,0.467143312,0.483682743
