,Role_Toastmaster,Personal_Values_Facet_Cont_PowerDominance
0,0.530886685,0.356303593
1,0.349459256,0.34167488
2,0.5556175879999999,0.3627913679999999
3,0.329683641,0.350920732
4,0.330916947,0.325093486
5,0.4693263079999999,0.3429508089999999
6,0.510937416,0.319987802
7,0.25595412,0.344265925
8,0.35019483,0.358555425
9,0.601269431,0.35727234
10,0.6041420279999999,0.34354002
11,0.476452714,0.345643343
12,0.354756455,0.346856293
13,0.531028003,0.34288204
14,0.3867327,0.341434023
15,0.333937482,0.338718636
16,0.509805837,0.340265836
17,0.42569146,0.336302693
18,0.5596786460000001,0.340429296
19,0.605269315,0.335774299
20,0.598947279,0.362739926
21,0.278860386,0.343461909
22,0.382439025,0.336648886
23,0.336080499,0.33451092
24,0.529491607,0.322911733
25,0.267049622,0.333999746
26,0.4427635279999999,0.33739516
27,0.545562444,0.348772162
28,0.467059576,0.344240276
29,0.581178056,0.3366895479999999
30,0.421858289,0.342582295
31,0.257481448,0.336656742
32,0.448068904,0.343352876
33,0.601269431,0.35727234
34,0.5422289570000001,0.337561769
35,0.645237315,0.332308365
36,0.46715852,0.358234546
37,0.654598205,0.339214809
38,0.304743553,0.328205354
39,0.457494474,0.349414669
40,0.390237166,0.3490498429999999
41,0.7698805329999999,0.335359027
42,0.447618937,0.343080796
43,0.4905143839999999,0.3393544429999999
44,0.558773077,0.335423457
45,0.585737607,0.346715984
46,0.556146389,0.330631036
47,0.528492185,0.351348758
48,0.619394976,0.336611612
49,0.212676513,0.339593099
50,0.663667809,0.344657204
51,0.422814271,0.333668235
52,0.569715812,0.347484746
53,0.6781334529999999,0.349944594
54,0.643394119,0.3597634179999999
55,0.398904369,0.35070667
56,0.5435430689999999,0.334288866
57,0.637935275,0.328804421
58,0.435830703,0.330099313
59,0.625114217,0.351382705
60,0.545125772,0.338607032
61,0.593656111,0.320229384
62,0.673284313,0.362360242
63,0.619436978,0.321795111
64,0.3571639689999999,0.329173614
65,0.304249921,0.333113491
66,0.7182636609999999,0.349264161
67,0.556669969,0.334652677
68,0.576446339,0.340574901
69,0.432099251,0.34309201
70,0.421810945,0.3374457389999999
71,0.236726668,0.33249331
72,0.601906211,0.338978681
73,0.1624983009999999,0.3362594379999999
74,0.1624983009999999,0.3362594379999999
75,0.375935761,0.341774089
76,0.389784959,0.336091972
77,0.56192138,0.345500786
78,0.6669932279999999,0.328417086
79,0.449834567,0.344733401
80,0.317113301,0.341413915
81,0.656593767,0.3426392479999999
82,0.527454475,0.3249486119999999
83,0.574825558,0.313982068
84,0.551597252,0.345836605
85,0.462267042,0.345918943
86,0.579043888,0.326137506
87,0.399823346,0.33256651
88,0.471716378,0.346243839
89,0.568518689,0.338695845
90,0.5907294479999999,0.33877957
91,0.427781818,0.3426936779999999
92,0.553202089,0.344601477
93,0.312015503,0.336079973
94,0.670038987,0.330591955
95,0.6018969120000001,0.322769423
96,0.297608184,0.335960164
97,0.40544552,0.347141689
98,0.586291853,0.333138689
99,0.305574299,0.339613328
100,0.590805405,0.327450617
101,0.505797515,0.337690117
102,0.517137894,0.358939134
103,0.646037934,0.357338424
104,0.454589362,0.346243184
105,0.492386735,0.33980851
106,0.4102727879999999,0.354138248
107,0.412697681,0.335920325
108,0.704167922,0.329093292
109,0.690586688,0.321853887
110,0.549916169,0.336304172
111,0.463635357,0.331788076
112,0.499425771,0.33379694
113,0.332470594,0.343609028
114,0.438758377,0.336491192
115,0.522861855,0.331326241
116,0.317447425,0.350486467
117,0.706166608,0.335270528
118,0.586050622,0.353326145
119,0.66993995,0.342378486
120,0.73970016,0.3398986189999999
121,0.704197045,0.35744739
122,0.457691856,0.356814192
123,0.454568406,0.3540041379999999
124,0.566115314,0.331629985
125,0.65707321,0.346163049
126,0.527091314,0.368779155
127,0.423691746,0.33702949
128,0.28084731,0.3389725229999999
129,0.588033889,0.34384028
130,0.742077145,0.3463064979999999
131,0.7004568659999999,0.333587331
132,0.466128439,0.339197504
133,0.519941175,0.3363347889999999
134,0.367262732,0.3502262779999999
135,0.623735358,0.349863666
136,0.566154795,0.354395882
137,0.649884461,0.340929826
138,0.631413989,0.3542922329999999
139,0.249886628,0.333239581
140,0.613841969,0.3572433929999999
141,0.573306757,0.335787675
142,0.583154101,0.339720843
143,0.35539858,0.3294995189999999
144,0.409917761,0.346570137
145,0.490059425,0.331968365
146,0.650080722,0.336714229
147,0.478800989,0.331250467
148,0.536295558,0.334756088
149,0.459775412,0.332795639
150,0.701071745,0.350916774
151,0.4909554779999999,0.343125403
152,0.594060285,0.336888873
153,0.4984889079999999,0.3435449539999999
154,0.601269431,0.35727234
155,0.281782786,0.342158578
156,0.4692179489999999,0.326435659
157,0.442806456,0.3369205529999999
158,0.4450295529999999,0.328856899
159,0.515381556,0.335561312
160,0.318009063,0.332194805
161,0.349625507,0.345742597
162,0.388801297,0.338974204
163,0.55073202,0.355255997
164,0.6055704129999999,0.341392541
165,0.365439977,0.341315667
166,0.734563929,0.345896557
167,0.414781087,0.350573866
168,0.330948282,0.349212666
169,0.402939656,0.339555391
170,0.649281484,0.353432681
171,0.6095322320000001,0.35100289
172,0.287213831,0.346939406
173,0.4284192779999999,0.3414547029999999
174,0.491712862,0.325656625
175,0.7035214609999999,0.337438939
176,0.553251484,0.337560003
177,0.622581088,0.335385948
178,0.327273482,0.329168223
179,0.621662795,0.340843831
180,0.248237829,0.345487228
181,0.34914235,0.349527886
182,0.425061061,0.334081132
183,0.568578452,0.322299031
184,0.485749504,0.3440521479999999
185,0.59794032,0.348927449
186,0.596204839,0.350214237
187,0.416508496,0.3426311689999999
188,0.478085763,0.358255609
189,0.5182111229999999,0.357134577
190,0.384924179,0.34144579
191,0.448156536,0.353601006
192,0.505651698,0.345713546
193,0.412913384,0.340838792
194,0.605396246,0.33777205
195,0.470677661,0.361065696
196,0.458242473,0.333284068
197,0.321475338,0.325541261
198,0.544014883,0.342214052
199,0.377131914,0.361506302
200,0.570241497,0.3342208239999999
201,0.6745318709999999,0.338481381
202,0.6889231929999999,0.3472420679999999
203,0.463304893,0.337307365
204,0.7239066209999999,0.3264121
205,0.601269431,0.35727234
206,0.4981828129999999,0.354174659
207,0.379692088,0.341761899
208,0.4117243889999999,0.339141584
209,0.7083559540000001,0.349091432
210,0.24033974,0.34304968
211,0.744731005,0.3461706089999999
212,0.636991499,0.343874836
213,0.341275342,0.345083893
214,0.3485378979999999,0.356889733
215,0.644158519,0.344613687
216,0.633693127,0.343406169
217,0.421533427,0.363930906
218,0.499929982,0.3405771999999999
219,0.3997731439999999,0.351712666
220,0.630710876,0.338235097
221,0.610961244,0.32329314
222,0.464464401,0.35156884
223,0.601269431,0.35727234
224,0.695950403,0.331903447
225,0.468861012,0.3502302929999999
226,0.598867379,0.332073675
227,0.61924707,0.350134482
228,0.637422356,0.35039878
229,0.667814102,0.329493753
230,0.394393857,0.330384646
231,0.539114164,0.334700916
232,0.7344186559999999,0.352997531
233,0.567118451,0.339735978
234,0.601269431,0.35727234
235,0.269544997,0.342788269
236,0.601269431,0.35727234
237,0.601269431,0.35727234
238,0.616030835,0.342389258
239,0.395902836,0.361089647
240,0.440913888,0.343595492
241,0.3592309489999999,0.340310347
242,0.503674181,0.345025312
243,0.823349645,0.34255521
244,0.630410272,0.347605256
245,0.594643656,0.336829917
246,0.553699866,0.348570035
247,0.601269431,0.35727234
248,0.601269431,0.35727234
249,0.199659332,0.34263108
250,0.496606167,0.34975212
251,0.641205735,0.347763219
252,0.495059347,0.355998931
253,0.4402805829999999,0.35108591
254,0.586603891,0.363640943
255,0.399173142,0.3684234879999999
256,0.601269431,0.35727234
257,0.350987302,0.362432037
258,0.476459707,0.356728514
259,0.325762833,0.333697863
260,0.602296688,0.339664021
261,0.3238753339999999,0.337970151
262,0.698639694,0.3508416239999999
263,0.601269431,0.35727234
264,0.31983601,0.350995752
265,0.247333352,0.358743645
266,0.542342952,0.343682157
267,0.505138477,0.338188561
268,0.617043652,0.332556363
269,0.5712638870000001,0.341990379
270,0.30330437,0.342875275
271,0.268942117,0.345169707
272,0.5712638870000001,0.341990379
273,0.522326446,0.330425347
274,0.6700798729999999,0.344984699
275,0.631568123,0.338504762
276,0.520645595,0.3437436339999999
277,0.333774472,0.3581417629999999
278,0.510251758,0.3421042589999999
279,0.6177291429999999,0.360291076
280,0.435442825,0.341827668
281,0.583775113,0.332912671
282,0.5712638870000001,0.341990379
283,0.48346039,0.3410209939999999
284,0.418556453,0.3352676069999999
285,0.595673592,0.341646435
286,0.546317162,0.357761572
287,0.546685083,0.333836101
288,0.501446567,0.36077014
289,0.649545391,0.349909191
290,0.665239968,0.332689816
291,0.335438344,0.3377925989999999
292,0.500066883,0.332068893
293,0.423344211,0.33888855
294,0.601269431,0.35727234
295,0.5712638870000001,0.341990379
296,0.5712638870000001,0.341990379
297,0.534083795,0.350216345
298,0.333500555,0.361807004
299,0.615231365,0.341705767
300,0.563662863,0.33888856
301,0.333896181,0.3303529839999999
302,0.580027023,0.341409532
303,0.4244118429999999,0.349207253
304,0.384917479,0.334121589
305,0.618847916,0.345943021
306,0.304504623,0.3352984539999999
307,0.543903913,0.337526597
308,0.426755358,0.343481638
309,0.623004849,0.356381822
310,0.38579393,0.351991879
311,0.5817888520000001,0.346315002
312,0.394476248,0.362617351
313,0.555405834,0.3394126229999999
314,0.527312888,0.339243311
315,0.582073382,0.3378701739999999
316,0.644377879,0.333261581
317,0.443593945,0.349151956
318,0.435838881,0.339914016
319,0.585763358,0.347797808
320,0.515382447,0.368007243
321,0.328380305,0.32937373
322,0.396060501,0.346159052
323,0.260189888,0.333983803
324,0.4732959,0.33017258
325,0.440570095,0.346406771
326,0.4459275729999999,0.371439275
327,0.612161501,0.326097161
328,0.4418795,0.347687405
329,0.5712638870000001,0.341990379
330,0.529102922,0.338952643
331,0.537795365,0.328735497
332,0.310177901,0.338222862
333,0.508203368,0.351982932
334,0.415701859,0.342100502
335,0.4878179239999999,0.348876762
336,0.549826333,0.343526007
337,0.601269431,0.35727234
338,0.6676940720000001,0.34068398
339,0.619413311,0.3236817999999999
340,0.5577221729999999,0.354796169
341,0.284783011,0.338553562
342,0.652743776,0.328944212
343,0.601269431,0.35727234
344,0.546317162,0.357761572
345,0.558219185,0.345463006
346,0.5931746720000001,0.322090703
347,0.801961939,0.332072863
348,0.491943591,0.342976081
349,0.60278827,0.3449730629999999
350,0.53272769,0.341541546
351,0.5666172620000001,0.326105638
352,0.649721542,0.341472379
353,0.609397949,0.33934703
354,0.546317162,0.357761572
355,0.6714142240000001,0.332526912
356,0.454105785,0.365317086
357,0.643754822,0.332072414
358,0.498534697,0.347665144
359,0.360170951,0.3374747629999999
360,0.709896778,0.3453694539999999
361,0.469805135,0.347111792
362,0.50595767,0.324164518
363,0.37708038,0.341547706
364,0.64996023,0.3475333339999999
365,0.462593669,0.3448664429999999
366,0.54131638,0.343869627
367,0.650720917,0.341532142
368,0.740198426,0.33009654
369,0.549188615,0.333137908
370,0.601269431,0.35727234
371,0.437024186,0.340799686
372,0.436857568,0.344891995
373,0.566577558,0.330403479
374,0.436126195,0.335180587
375,0.61612657,0.3391379029999999
376,0.447833771,0.3392286579999999
377,0.6110002,0.327053481
378,0.55292968,0.332416776
379,0.318873023,0.336704811
380,0.646995996,0.356231605
381,0.5669498860000001,0.359448749
382,0.601269431,0.35727234
383,0.684442289,0.356566259
384,0.672091575,0.360248725
385,0.4806045339999999,0.34513681
386,0.40593709,0.344123753
387,0.556589477,0.34259014
388,0.221703978,0.337364449
389,0.300454855,0.336485417
390,0.4788023079999999,0.3438303129999999
391,0.56747012,0.349008817
392,0.503892035,0.324420304
393,0.257988954,0.343078221
394,0.5478400170000001,0.347623878
395,0.601269431,0.35727234
396,0.28225575,0.339474044
397,0.501226532,0.345125829
398,0.395893332,0.348571894
399,0.583549113,0.328738003
400,0.552907261,0.346781359
401,0.599990305,0.333649643
402,0.549578103,0.337069297
403,0.3286775819999999,0.340936027
404,0.613283534,0.347284597
405,0.463296225,0.323487031
406,0.345097937,0.339715206
407,0.601269431,0.35727234
408,0.601269431,0.35727234
409,0.6333115810000001,0.3428823239999999
410,0.458796721,0.351606821
411,0.610038693,0.335856277
412,0.1975475239999999,0.336610625
413,0.601269431,0.35727234
414,0.523936201,0.35793816
415,0.525882111,0.331465552
416,0.601269431,0.35727234
417,0.303970837,0.343489391
418,0.423517272,0.332055131
419,0.373546063,0.34824435
420,0.5712638870000001,0.341990379
421,0.512470325,0.341703026
422,0.601269431,0.35727234
423,0.673111938,0.341371386
424,0.351769246,0.330898679
425,0.601269431,0.35727234
426,0.601269431,0.35727234
427,0.601269431,0.35727234
428,0.601269431,0.35727234
429,0.526970619,0.3357776739999999
430,0.601269431,0.35727234
431,0.5712638870000001,0.341990379
432,0.365254476,0.338673966
433,0.53855553,0.349716905
434,0.601269431,0.35727234
435,0.601269431,0.35727234
436,0.601269431,0.35727234
437,0.2420300339999999,0.339009296
438,0.602894723,0.344708496
439,0.601269431,0.35727234
440,0.601269431,0.35727234
441,0.544870836,0.32974567
442,0.5712638870000001,0.341990379
443,0.601269431,0.35727234
444,0.601269431,0.35727234
445,0.601269431,0.35727234
446,0.601269431,0.35727234
447,0.552925542,0.345081834
448,0.601269431,0.35727234
449,0.500169949,0.3563427
450,0.601269431,0.35727234
451,0.290890671,0.321243011
452,0.484790944,0.330759651
453,0.601269431,0.35727234
454,0.616612035,0.33388237
455,0.498240086,0.345783355
456,0.596578916,0.334217172
457,0.6299905929999999,0.3402254289999999
458,0.498080925,0.337029156
459,0.570390768,0.33590979
460,0.601269431,0.35727234
461,0.528974609,0.336767589
462,0.482852413,0.348701954
463,0.601269431,0.35727234
464,0.574526131,0.348346879
465,0.601269431,0.35727234
466,0.601269431,0.35727234
467,0.601269431,0.35727234
468,0.5935339510000001,0.360480887
469,0.601269431,0.35727234
470,0.325901932,0.3576141379999999
471,0.306206867,0.352431444
472,0.601269431,0.35727234
473,0.601269431,0.35727234
474,0.426681857,0.3520125129999999
475,0.41383108,0.34243046
476,0.601269431,0.35727234
477,0.601269431,0.35727234
478,0.529559824,0.360186269
479,0.481694562,0.333926299
480,0.5999899479999999,0.337533992
481,0.5712638870000001,0.341990379
482,0.601269431,0.35727234
483,0.277303666,0.333192211
484,0.601269431,0.35727234
485,0.601269431,0.35727234
486,0.536011581,0.341507003
487,0.601269431,0.35727234
488,0.341709927,0.334572226
489,0.473292822,0.359641159
490,0.5712638870000001,0.341990379
491,0.4164052479999999,0.346304232
492,0.701925461,0.331694833
493,0.666147446,0.328004374
494,0.601269431,0.35727234
495,0.509383324,0.353767341
496,0.601269431,0.35727234
497,0.601269431,0.35727234
498,0.601269431,0.35727234
499,0.567896844,0.334889851
500,0.601269431,0.35727234
501,0.601269431,0.35727234
502,0.55161001,0.344812065
503,0.601269431,0.35727234
504,0.5792936120000001,0.344602115
505,0.511920199,0.340170867
506,0.601269431,0.35727234
507,0.513661472,0.331249198
508,0.5712638870000001,0.341990379
509,0.4268190639999999,0.337882252
510,0.5046027670000001,0.337386109
511,0.423920226,0.334776983
512,0.436755582,0.3531380679999999
513,0.564630902,0.331058573
514,0.546918271,0.350606792
515,0.601269431,0.35727234
516,0.176627962,0.339645422
517,0.352199722,0.3466026029999999
518,0.534871901,0.3309600239999999
519,0.601269431,0.35727234
520,0.388337641,0.357610211
521,0.601269431,0.35727234
522,0.568637897,0.3369342979999999
523,0.439187291,0.34655422
524,0.601269431,0.35727234
525,0.513874253,0.347710698
526,0.601269431,0.35727234
527,0.28990831,0.345877685
528,0.220661828,0.332952153
529,0.5370861379999999,0.3444287479999999
530,0.5712638870000001,0.341990379
531,0.601269431,0.35727234
532,0.524318911,0.333915706
533,0.5712638870000001,0.341990379
534,0.50513612,0.328568016
535,0.335667039,0.348575242
536,0.390540091,0.344120714
537,0.301350519,0.345869061
538,0.5712638870000001,0.341990379
539,0.325323088,0.338963823
540,0.601269431,0.35727234
541,0.48057593,0.343958397
542,0.21745771,0.340685671
543,0.546082702,0.330361897
544,0.601269431,0.35727234
545,0.4739801389999999,0.339905025
546,0.3643506039999999,0.3310303539999999
547,0.601269431,0.35727234
548,0.55410757,0.3398819329999999
549,0.5712638870000001,0.341990379
550,0.5712638870000001,0.341990379
551,0.332561002,0.336252192
552,0.601269431,0.35727234
553,0.601269431,0.35727234
554,0.5851390879999999,0.337019378
555,0.601269431,0.35727234
556,0.203735794,0.3465668529999999
557,0.601269431,0.35727234
558,0.516025065,0.335127063
559,0.5712638870000001,0.341990379
560,0.627705084,0.342512253
561,0.554029301,0.351240826
562,0.5712638870000001,0.341990379
563,0.561854538,0.328893614
564,0.441883526,0.341983374
565,0.601269431,0.35727234
566,0.384319932,0.3449876879999999
567,0.455701432,0.334162456
568,0.601269431,0.35727234
569,0.338241068,0.344957281
570,0.347658365,0.339652406
571,0.601269431,0.35727234
572,0.257991931,0.345034326
573,0.6799286840000001,0.3408082529999999
574,0.60709869,0.338551611
575,0.496435851,0.334009585
576,0.195669514,0.33996136
577,0.427006342,0.348010813
578,0.46730471,0.3366175279999999
579,0.5501773010000001,0.322687203
580,0.364652529,0.3343619539999999
581,0.5712638870000001,0.341990379
582,0.531029836,0.349492904
583,0.601269431,0.35727234
584,0.601269431,0.35727234
585,0.252690768,0.334004867
586,0.5830598229999999,0.353600024
587,0.601269431,0.35727234
588,0.443349194,0.337845206
589,0.601269431,0.35727234
590,0.601269431,0.35727234
591,0.601269431,0.35727234
592,0.47981328,0.352980017
593,0.601269431,0.35727234
594,0.34314299,0.349353973
595,0.399911927,0.34777056
596,0.601269431,0.35727234
597,0.592969455,0.343638889
598,0.521109203,0.3477228579999999
599,0.598970613,0.34878699
600,0.3371706579999999,0.338246507
601,0.400823648,0.327507045
602,0.461095752,0.3541882
603,0.350354706,0.354726695
604,0.380416666,0.333829091
605,0.620897875,0.328593538
606,0.601269431,0.35727234
607,0.625280313,0.3466714829999999
608,0.601269431,0.35727234
609,0.51892843,0.355936729
610,0.418583462,0.333439531
611,0.385618831,0.3384441379999999
612,0.358290685,0.341439465
613,0.490241091,0.351948211
614,0.27276693,0.345606432
615,0.362544975,0.347283052
616,0.5712638870000001,0.341990379
617,0.648662151,0.352169014
618,0.5712638870000001,0.341990379
619,0.601269431,0.35727234
620,0.601269431,0.35727234
621,0.43010254,0.337060573
622,0.447685617,0.334565556
623,0.570008272,0.334727497
624,0.49539786,0.326036305
625,0.289919624,0.341530364
626,0.501545957,0.347802294
627,0.5712638870000001,0.341990379
628,0.601269431,0.35727234
629,0.425725775,0.351608246
630,0.5712638870000001,0.341990379
